index,X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
1886,-9065075.70588827,3181762.37134305,1933,17233870,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,SEBRING,FL,33870,NOT AVAILABLE,(863) 385-6101,GENERAL ACUTE CARE,OPEN,126,HIGHLANDS,12055,USA,27.465589235,-81.432960583,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.highlandsregional.com,9867,NOT AVAILABLE,12,PROPRIETARY,-999,126,NOT AVAILABLE,Y
1887,-9185979.71700777,3236128.70134424,1934,20133611,KINDRED HOSPITAL-BAY AREA-TAMPA,4555 S MANHATTAN AVE,TAMPA,FL,33611,NOT AVAILABLE,(813) 839-6341,GENERAL ACUTE CARE,OPEN,73,HILLSBOROUGH,12057,USA,27.898069089,-82.519059794,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/05 00:00:00+00,http://www.khtampa.com/,9922,NOT AVAILABLE,12,PROPRIETARY,-999,73,NOT AVAILABLE,N
1888,-9182734.16964646,3241149.39840925,1935,25233609,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,TAMPA,FL,33609,NOT AVAILABLE,(813) 873-6400,GENERAL ACUTE CARE,OPEN,139,HILLSBOROUGH,12057,USA,27.9379217800001,-82.4899045459999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/05 00:00:00+00,http://www.memorialhospitaltampa.com,9990,NOT AVAILABLE,12,PROPRIETARY,-999,139,NOT AVAILABLE,N
1889,-13654900.5926386,5705619.85363765,1936,2897232,OREGON STATE HOSPITAL PORTLAND,1121 NE 2ND AVENUE,PORTLAND,OR,97232,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,MULTNOMAH,41051,USA,45.531706672,-122.664059055,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.oregon.gov/dataset/oregon-hospitals-map-2008-09-20/urjx-x2zf,2012/07/18 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,www.oregon.gov/oha/amh/osh/pages,14-1443,NOT AVAILABLE,41,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N
1890,-9179311.18102057,3241154.55451868,1937,39833606,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,NOT AVAILABLE,(813) 844-7000,GENERAL ACUTE CARE,OPEN,1010,HILLSBOROUGH,12057,USA,27.9379627000001,-82.459155316,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.tgh.org,9932,NOT AVAILABLE,12,NON-PROFIT,-999,1010,LEVEL I,Y
1891,-9010340.46563441,3092606.39211201,1938,16933440,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,FL,33440,NOT AVAILABLE,(863) 983-9121,GENERAL ACUTE CARE,OPEN,25,HENDRY,12051,USA,26.7526813980001,-80.941265554,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/05 00:00:00+00,http://www.hendryregional.org,9908,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y
1892,-7881356.63464678,5324995.86842025,1939,2203801,NORTHEAST REHABILITATION HOSPITAL AT PEASE,105 CORPORATE DRIVE,PORTSMOUTH,NH,3801,NOT AVAILABLE,(603) 893-2900,REHABILITATION,OPEN,33,ROCKINGHAM,33015,USA,43.0855064400001,-70.7994312449999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/08/22 00:00:00+00,http://www.northeastrehab.com/locations/inpatient-portsmouth.htm,NOT AVAILABLE,NOT AVAILABLE,33,PROPRIETARY,-999,33,NOT AVAILABLE,N
1893,-9363971.60429567,4974223.90765415,1940,123645801,KINDRED HOSPITAL LIMA,730 W MARKET ST,LIMA,OH,45801,NOT AVAILABLE,(419) 224-1888,LONG TERM CARE,OPEN,26,ALLEN,39003,USA,40.741067732,-84.117988122,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2015/03/10 00:00:00+00,http://www.khlima.com/,1425,NOT AVAILABLE,39,PROPRIETARY,-999,26,NOT AVAILABLE,Y
1894,-9192115.08640138,3249274.43320308,1941,40433615,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,NOT AVAILABLE,(813) 888-7060,GENERAL ACUTE CARE,OPEN,201,HILLSBOROUGH,12057,USA,28.0023845740001,-82.5741747549999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/05 00:00:00+00,http://www.townandcountryhospital.com,10030,NOT AVAILABLE,12,PROPRIETARY,-999,201,NOT AVAILABLE,Y
1895,-9177884.37172248,3161234.62117948,1942,6934240,PAM SPECIALTY HOSPITAL OF SARASOTA,6150 EDGELAKE DR,SARASOTA,FL,34240,NOT AVAILABLE,(941) 342-3000,LONG TERM CARE,OPEN,40,SARASOTA,12115,USA,27.301848578,-82.44633807,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.Postacutemedical.com,165500,NOT AVAILABLE,12,PROPRIETARY,-999,40,NOT AVAILABLE,N
1896,-9187318.06092916,3163239.43885056,1943,33734239,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,NOT AVAILABLE,(941) 917-9000,GENERAL ACUTE CARE,OPEN,829,SARASOTA,12115,USA,27.317850784,-82.5310823419999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.smh.com,9902,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,829,LEVEL II,Y
1897,-9048452.5318602,3352061.75556614,1944,6232771,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,NOT AVAILABLE,(407) 321-4500,GENERAL ACUTE CARE,OPEN,221,SEMINOLE,12117,USA,28.814536167,-81.28363207,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.centralfloridaregional.com,9959,NOT AVAILABLE,12,PROPRIETARY,-999,221,LEVEL II,Y
1898,-9056164.70109796,3337417.19407207,1945,37332750,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,555 W STATE RD 434,LONGWOOD,FL,32750,NOT AVAILABLE,(407) 351-8500,GENERAL ACUTE CARE,OPEN,237,SEMINOLE,12117,USA,28.699206583,-81.352911665,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/06 00:00:00+00,http://orlandohealth.com/southseminolehospital/index.aspx,10040,NOT AVAILABLE,12,PROPRIETARY,-999,237,NOT AVAILABLE,Y
1899,-9118518.82285256,3062046.61592703,1946,15833908,HEALTHPARK MEDICAL CENTER,9981 HEALTHPARK CIR,FORT MYERS,FL,33908,NOT AVAILABLE,(239) 343-5000,GENERAL ACUTE CARE,OPEN,496,LEE,12071,USA,26.5072800040001,-81.913048271,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.leememorial.org/facilities/healthpark.asp,10150,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,496,NOT AVAILABLE,Y
1900,-9114174.69460606,3077120.45007409,1947,22233901,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,NOT AVAILABLE,(239) 332-1111,GENERAL ACUTE CARE,OPEN,835,LEE,12071,USA,26.6283919100001,-81.8740243029999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.leememorial.org,9836,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,835,LEVEL II,Y
1901,-9022982.16649463,3401430.40914431,1948,15132114,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,NOT AVAILABLE,(386) 254-4000,GENERAL ACUTE CARE,OPEN,558,VOLUSIA,12127,USA,29.202384954,-81.054827885,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.halifax.org,9840,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,558,LEVEL II,Y
1902,-9017833.19009206,3391719.76011613,1949,15332127,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,1041 DUNLAWTON AVE,PORT ORANGE,FL,32127,NOT AVAILABLE,(386) 254-4000,GENERAL ACUTE CARE,OPEN,558,VOLUSIA,12127,USA,29.126211508,-81.008573843,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/06 00:00:00+00,http://www.halifaxhealth.org/medical-center-port-orange,165500,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,558,NOT AVAILABLE,N
1903,-9204814.54404357,3294685.84691455,1950,32734667,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,NOT AVAILABLE,(727) 819-2929,GENERAL ACUTE CARE,OPEN,290,PASCO,12101,USA,28.3619604850001,-82.688255924,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.rmchealth.com,10030,NOT AVAILABLE,12,PROPRIETARY,-999,290,LEVEL II,Y
1904,-9088280.49441687,3271867.52317637,1951,16833837,ADVENTHEALTH HEART OF FLORIDA,40100 US HWY 27 N,DAVENPORT,FL,33837,NOT AVAILABLE,(863) 419-2259,GENERAL ACUTE CARE,OPEN,193,POLK,12105,USA,28.18143194,-81.641412745,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.adventhealth.com/hospital/adventhealth-heart-florida,9939,NOT AVAILABLE,12,PROPRIETARY,-999,193,NOT AVAILABLE,Y
1905,-9123086.04493207,3256588.70695108,1952,21433805,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,NOT AVAILABLE,(863) 687-1100,GENERAL ACUTE CARE,OPEN,849,POLK,12105,USA,28.060381948,-81.954076325,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lrmc.com,9956,NOT AVAILABLE,12,NON-PROFIT,-999,849,LEVEL II,Y
1906,-9097653.47776564,3252565.36163058,1953,43433881,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,NOT AVAILABLE,(863) 293-1121,GENERAL ACUTE CARE,OPEN,458,POLK,12105,USA,28.0284833370001,-81.725611687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.winterhavenhospital.org,9870,NOT AVAILABLE,12,NON-PROFIT,-999,458,NOT AVAILABLE,Y
1907,-8974122.68399899,3260315.45624366,1954,6532901,CIRCLES OF CARE,400 E SHERIDAN RD,MELBOURNE,FL,32901,NOT AVAILABLE,(321) 984-4900,PSYCHIATRIC,OPEN,52,BREVARD,12009,USA,28.0899205900001,-80.6159156859999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.circlesofcare.org,10070,NOT AVAILABLE,12,NON-PROFIT,-999,52,NOT AVAILABLE,N
1908,-8973958.14377284,3259971.91933541,1955,17432901,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,NOT AVAILABLE,(321) 434-7171,GENERAL ACUTE CARE,OPEN,514,BREVARD,12009,USA,28.087198017,-80.614437596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.health-first.org,9842,NOT AVAILABLE,12,NON-PROFIT,-999,514,LEVEL II,Y
1909,-8997308.95163599,3328731.16129872,1956,30932796,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,NOT AVAILABLE,(321) 268-6110,GENERAL ACUTE CARE,OPEN,163,BREVARD,12009,USA,28.63074177,-80.824201472,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.parrishmed.com,9851,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,163,NOT AVAILABLE,Y
1910,-8934018.78324514,3032405.38217967,1957,4233065,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,NOT AVAILABLE,(954) 344-3000,GENERAL ACUTE CARE,OPEN,200,BROWARD,12011,USA,26.268752781,-80.255656216,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/07 00:00:00+00,http://www.browardhealth.org/bhcs,10090,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,200,NOT AVAILABLE,N
1911,-8919024.88963327,3033429.68961387,1958,4833064,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,NOT AVAILABLE,(954) 941-8300,GENERAL ACUTE CARE,OPEN,409,BROWARD,12011,USA,26.2770037390001,-80.120963778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.browardhealth.org/default.aspx?id=3&sid=3&cwfriendlyurl=true,9901,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,409,LEVEL II,Y
1912,-8946179.16155898,3009230.89771009,1959,6733326,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33331,NOT AVAILABLE,(954) 689-5000,GENERAL ACUTE CARE,OPEN,155,BROWARD,12011,USA,26.0819221680001,-80.364894753,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.clevelandclinic.org/florida,9874,NOT AVAILABLE,12,NON-PROFIT,-999,155,NOT AVAILABLE,Y
1913,-8919758.07085777,3013837.82620522,1961,20533301,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,1516 E LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,NOT AVAILABLE,(954) 764-8900,LONG TERM CARE,OPEN,70,BROWARD,12011,USA,26.1190866470001,-80.127550057,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.khfortlauderdale.com/,9925,NOT AVAILABLE,12,PROPRIETARY,-999,70,NOT AVAILABLE,N
1914,-8940157.40149809,3000693.04679786,1962,25733028,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,NOT AVAILABLE,(954) 436-5000,GENERAL ACUTE CARE,OPEN,446,BROWARD,12011,USA,26.0130154080001,-80.310800362,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mhs.net,10140,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,446,NOT AVAILABLE,Y
1915,-8925599.21972027,3001427.15644539,1963,25933021,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,NOT AVAILABLE,(954) 987-2000,GENERAL ACUTE CARE,OPEN,797,BROWARD,12011,USA,26.018941806,-80.1800219899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mhs.net,9857,NOT AVAILABLE,12,GOVERNMENT - DISTRICT/AUTHORITY,-999,797,LEVEL I,Y
1916,-8928144.43356715,3031688.12523337,1964,28833063,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,NOT AVAILABLE,(954) 974-0400,GENERAL ACUTE CARE,OPEN,228,BROWARD,12011,USA,26.2629748140001,-80.2028860349999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/07 00:00:00+00,http://www.northwestmed.com,9981,NOT AVAILABLE,12,PROPRIETARY,-999,228,NOT AVAILABLE,N
1917,-8933367.13341757,2999258.59469614,1965,36733025,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,PEMBROKE PINES,FL,33025,NOT AVAILABLE,(954) 392-3000,PSYCHIATRIC,OPEN,350,BROWARD,12011,USA,26.001434348,-80.249802346,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.geocarellc.com/locations/southfloridastatehospital,10050,NOT AVAILABLE,12,GOVERNMENT - STATE,-999,350,NOT AVAILABLE,N
1918,-8927097.40818906,3019359.92217171,1966,38033311,ST ANTHONY'S REHABILITATION HOSPITAL,3487 NW 30TH ST,LAUDERDALE LAKES,FL,33311,NOT AVAILABLE,(954) 739-6233,REHABILITATION,OPEN,26,BROWARD,12011,USA,26.1636182880001,-80.193480446,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.catholichealthservices.org,10040,NOT AVAILABLE,12,NON-PROFIT,-999,26,NOT AVAILABLE,N
1919,-7954983.05753997,5275007.42706506,1967,3203062,NORTHEAST REHABILITATION HOSPITAL,8 PROSPECT STREET,NASHUA,NH,3062,NOT AVAILABLE,(603) 893-2900,REHABILITATION,CLOSED,20,HILLSBOROUGH,33011,USA,42.7566690210001,-71.4608286549999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2016/08/22 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.snhhs.org/rehab,NOT AVAILABLE,NOT AVAILABLE,33,PROPRIETARY,-999,20,NOT AVAILABLE,Y
1920,-9165578.85283015,3354539.24200151,1968,6634452,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,INVERNESS,FL,34452,NOT AVAILABLE,(352) 726-1551,GENERAL ACUTE CARE,OPEN,204,CITRUS,12017,USA,28.834034386,-82.335795713,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.citrusmh.com,9846,NOT AVAILABLE,12,NON-PROFIT,-999,204,NOT AVAILABLE,Y
1921,-9099542.41234129,2824345.58005319,1969,22933040,LOWER KEYS MEDICAL CENTER,5900 COLLEGE RD,KEY WEST,FL,33040,NOT AVAILABLE,(305) 294-5531,GENERAL ACUTE CARE,OPEN,49,MONROE,12087,USA,24.580824948,-81.742580275,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lkmc.com,9983,NOT AVAILABLE,12,PROPRIETARY,-999,49,NOT AVAILABLE,Y
1922,-8921744.69685819,2995390.9477785,1970,933180,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,NOT AVAILABLE,(305) 682-7000,GENERAL ACUTE CARE,OPEN,407,MIAMI-DADE,12086,USA,25.970203182,-80.145396222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2013/11/07 00:00:00+00,http://www.aventurahospital.com,9935,NOT AVAILABLE,12,PROPRIETARY,-999,407,LEVEL II,Y
1923,-8936086.52775849,2964949.86375659,1971,7633146,DOCTORS HOSPITAL,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,NOT AVAILABLE,(786) 308-3000,GENERAL ACUTE CARE,OPEN,281,MIAMI-DADE,12086,USA,25.7241031020001,-80.274231081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.baptisthealth.net,9843,NOT AVAILABLE,12,NON-PROFIT,-999,281,NOT AVAILABLE,N
1924,-8953436.25549387,2934814.81577237,1972,17733033,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,NOT AVAILABLE,(786) 243-8000,GENERAL ACUTE CARE,OPEN,142,MIAMI-DADE,12086,USA,25.4799744870001,-80.430086337,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.baptisthealth.net,9929,NOT AVAILABLE,12,NON-PROFIT,-999,142,NOT AVAILABLE,Y
1925,-8929324.61052589,2973384.92592845,1973,18433136,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,MIAMI,FL,33136,NOT AVAILABLE,(305) 585-1111,GENERAL ACUTE CARE,OPEN,1493,MIAMI-DADE,12086,USA,25.792347385,-80.213487745,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.jacksonhealth.org/jackson-memorial.asp,9845,NOT AVAILABLE,12,NON-PROFIT,-999,1493,LEVEL I,Y
1926,-8928233.44474331,2990464.57146138,1974,18633169,JACKSON NORTH MEDICAL CENTER,160 NW 170TH ST,NORTH MIAMI BEACH,FL,33169,NOT AVAILABLE,(305) 651-1100,GENERAL ACUTE CARE,OPEN,382,MIAMI-DADE,12086,USA,25.9304107890001,-80.203685636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.jacksonhealth.org/jackson-north.asp,9921,NOT AVAILABLE,12,NON-PROFIT,-999,382,NOT AVAILABLE,Y
1927,-8936611.58049703,2969845.5646911,1975,20433134,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,5190 SW 8TH ST,CORAL GABLES,FL,33134,NOT AVAILABLE,(305) 448-1585,LONG TERM CARE,OPEN,55,MIAMI-DADE,12086,USA,25.763716786,-80.27894771,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.khcoralgables.com/,9952,NOT AVAILABLE,12,PROPRIETARY,-999,55,NOT AVAILABLE,N
1928,-8921108.54381693,2975965.65919244,1977,27333140,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,NOT AVAILABLE,(305) 674-2121,GENERAL ACUTE CARE,OPEN,672,MIAMI-DADE,12086,USA,25.813219094,-80.139681562,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.msmc.com,9855,NOT AVAILABLE,12,NON-PROFIT,-999,672,NOT AVAILABLE,Y
1929,-8938320.22781399,2967094.26973968,1978,26633155,NICKLAUS CHILDREN'S HOSPITAL,3100 SW 62ND AVE,MIAMI,FL,33155,NOT AVAILABLE,(305) 666-6511,CHILDREN,OPEN,309,MIAMI-DADE,12086,USA,25.741456241,-80.2942967499999,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2020/08/14 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mch.com,10120,NOT AVAILABLE,12,NON-PROFIT,-999,309,LEVEL PEDIATRIC,Y
