2016 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H1777,Local CCP,"CATHOLIC SPECIAL NEEDS PLAN, LLC",ArchCare Advantage,Catholic Health Care System,10%,39%,Plan too small to be measured,Not enough data available,Not enough data available,42%,88%,84.2%,93%,88%,80%,Not enough data available,69%,93%,49%,Not enough data available,Not enough data available,Not enough data available,5%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.00,5%,100,Not enough data available,Not enough data available,Not enough data available,62%,65%,0.0,Not enough data available,0.00,5%,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,7%,82%,79%,79%,4.8%
H1846,Local CCP,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,Trinity Health,76%,41%,77%,74%,80%,46%,90%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,57%,90%,93%,59%,Not enough data available,48%,6%,84%,78%,92%,85%,88%,84%,0.19,17%,100,Not enough data available,Not enough data available,Not enough data available,90%,95%,0.0,Not enough data available,0.19,17%,100,Medicare shows only a Star Rating for this topic,87%,92%,99,7%,82%,81%,79%,43.4%
H1849,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,63%,63%,73%,70%,81%,41%,92%,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,57%,89%,82%,75%,65%,60%,12%,83%,74%,87%,86%,82%,85%,0.15,5%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,99%,98%,7.6,Not enough data available,0.15,5%,100,Medicare shows only a Star Rating for this topic,82%,90%,99,8%,75%,78%,75%,25.6%
H1894,Local CCP,"AMERIGROUP WASHINGTON, INC.",AMERIGROUP,Anthem Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,49.2%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,99%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,3%,No data available,87%,80%,No data available
H1903,Local CCP,"WELLCARE OF LOUISIANA, INC.",WellCare,"WellCare Health Plans, Inc.",66%,48%,64%,64%,81%,47%,89%,32.8%,73%,56%,77%,Not enough data available,56%,90%,56%,57%,75%,60%,13%,Not enough data available,74%,89%,85%,83%,87%,0.24,19%,0,Medicare shows only a Star Rating for this topic,85%,90%,82%,77%,8.8,60%,0.24,19%,0,Medicare shows only a Star Rating for this topic,85%,90%,99,12%,62%,64%,61%,14.2%
H1916,Demo,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1944,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",81%,76%,79%,76%,80%,58%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,37%,75%,96%,78%,71%,82%,59%,10%,80%,75%,83%,83%,79%,88%,0.25,14%,100,Medicare shows only a Star Rating for this topic,100%,100%,96%,98%,0.0,Not enough data available,0.25,14%,100,Medicare shows only a Star Rating for this topic,80%,88%,99,3%,78%,81%,76%,47.4%
H1951,Local CCP,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","Humana Health Benefit Plan of Louisiana, Inc.",Humana Inc.,75%,72%,75%,71%,79%,51%,97%,57.5%,92%,89%,96%,27%,71%,93%,84%,83%,79%,59%,10%,87%,75%,87%,87%,88%,87%,0.12,3%,60,Medicare shows only a Star Rating for this topic,100%,100%,96%,98%,1.1,83%,0.12,3%,60,Medicare shows only a Star Rating for this topic,86%,91%,98,7%,76%,78%,75%,30.6%
H1961,Local CCP,"PEOPLES HEALTH, INC.",Peoples Health,"PH Holdings, LLC",82%,80%,75%,70%,81%,47%,100%,77.6%,100%,99%,99%,76%,82%,95%,83%,81%,78%,59%,10%,85%,71%,90%,87%,88%,84%,0.08,7%,80,Medicare shows only a Star Rating for this topic,97%,96%,99%,95%,1.7,55%,0.08,7%,80,Medicare shows only a Star Rating for this topic,85%,90%,99,4%,72%,76%,72%,35.7%
H1969,Local CCP,REGENCE BLUE SHIELD OF IDAHO,Regence BlueShield of Idaho,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,91%,94%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1977,Demo,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan (UPHP) MI Health Link,"DLP Marquette General Hospital, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1994,Local CCP,"SELECTHEALTH, INC.",SelectHealth,"Intermountain Health Care, Inc.",77%,76%,73%,Plan too new to be measured,Plan too new to be measured,52%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39%,77%,94%,92%,81%,81%,54%,10%,85%,77%,89%,86%,85%,85%,0.08,8%,100,Medicare shows only a Star Rating for this topic,96%,88%,93%,93%,28.7,36%,0.08,8%,100,Medicare shows only a Star Rating for this topic,83%,92%,99,11%,76%,79%,76%,22.4%
H1997,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,94%,95%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,5%,86%,85%,81%,No data available
H2001,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",79%,75%,Not enough data available,65%,86%,53%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,34%,82%,93%,86%,77%,94%,55%,9%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,0.26,7%,100,Medicare shows only a Star Rating for this topic,92%,100%,96%,98%,3.7,Not enough data available,0.26,7%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,99,4%,82%,84%,79%,47.1%
H2012,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,69%,63%,69%,69%,80%,48%,96%,68.2%,93%,92%,97%,30%,60%,94%,80%,77%,79%,62%,9%,85%,76%,88%,84%,84%,87%,0.23,18%,60,Medicare shows only a Star Rating for this topic,95%,92%,96%,98%,0.6,90%,0.23,18%,60,Medicare shows only a Star Rating for this topic,85%,91%,98,6%,77%,79%,75%,32.5%
H2029,Local CCP,"HUMANA INSURANCE OF PUERTO RICO, INC.","Humana Insurance of Puerto Rico, Inc.",Humana Inc.,72%,66%,51%,74%,85%,60%,82%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,63%,91%,74%,67%,54%,61%,10%,80%,65%,86%,87%,83%,77%,0.50,18%,60,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,92%,98%,0.0,Not enough data available,0.50,18%,60,Medicare shows only a Star Rating for this topic,84%,86%,99,3%,66%,73%,53%,24.6%
H2034,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,99.7%,100%,100%,100%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,94%,91%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,98,9%,80%,77%,86%,26.4%
H2108,Local CCP,"BRAVO HEALTH MID-ATLANTIC, INC.",Cigna-HealthSpring,CIGNA,70%,67%,60%,69%,76%,46%,92%,60.1%,81%,70%,80%,68%,62%,91%,70%,63%,68%,65%,12%,75%,75%,84%,80%,77%,81%,0.45,19%,80,Medicare shows only a Star Rating for this topic,95%,87%,98%,95%,0.0,Not enough data available,0.45,19%,80,Medicare shows only a Star Rating for this topic,80%,87%,98,2%,71%,71%,67%,32.4%
H2150,1876 Cost,KAISER FNDN HP OF THE MID-ATLANTIC STS,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",92%,97%,82%,70%,78%,61%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,93%,93%,100%,90%,95%,83%,60%,No data available,86%,77%,87%,85%,88%,85%,0.25,3%,100,Medicare shows only a Star Rating for this topic,98%,95%,Plan not required to report measure,Plan not required to report measure,0.0,Not enough data available,0.25,3%,100,Medicare shows only a Star Rating for this topic,89%,93%,100,4%,80%,83%,79%,88.6%
H2161,Local CCP,"UPPER PENINSULA HEALTH PLAN, LLC",Upper Peninsula Health Plan,"DLP Marquette General Hospital, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,49.3%,89%,73%,88%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,47%,82%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,97,11%,81%,79%,75%,No data available
H2165,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,78%,63%,63%,60%,79%,47%,92%,51.9%,65%,40%,63%,53%,69%,88%,75%,52%,78%,49%,11%,83%,76%,85%,85%,83%,88%,0.42,14%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,88%,88%,0.0,Not enough data available,0.42,14%,80,Medicare shows only a Star Rating for this topic,85%,93%,98,5%,75%,76%,73%,39.0%
H2171,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care N' Care Insurance Company,North Texas Specialty Physicians,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,74%,76%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2174,Local CCP,TRILLIUM COMMUNITY HEALTH PLAN,Trillium Advantage,"Agate Resources,  Inc.",54%,58%,65%,64%,73%,46%,87%,7.1%,79%,35%,73%,13%,67%,90%,69%,69%,71%,66%,12%,78%,76%,88%,82%,85%,82%,0.05,2%,80,Medicare shows only a Star Rating for this topic,94%,100%,95%,88%,0.0,Not enough data available,0.05,2%,80,Medicare shows only a Star Rating for this topic,83%,89%,99,14%,81%,81%,81%,0.1%
H2224,Local CCP,"SENIOR WHOLE HEALTH, LLC",Senior Whole Health,"SWH Holdings, Inc.",80%,75%,78%,72%,78%,59%,97%,94.2%,90%,96%,97%,10%,81%,94%,74%,70%,79%,85%,11%,84%,74%,87%,85%,88%,84%,0.00,4%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,91%,90%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.00,4%,80,Medicare shows only a Star Rating for this topic,86%,91%,98,12%,85%,82%,81%,15.2%
H2225,Local CCP,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",78%,74%,81%,70%,77%,64%,95%,84.6%,94%,98%,98%,25%,82%,96%,69%,77%,73%,85%,7%,84%,75%,88%,87%,90%,85%,0.03,4%,40,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,76%,76%,0.0,Not enough data available,0.03,4%,40,Medicare shows only a Star Rating for this topic,88%,91%,99,11%,84%,82%,79%,57.0%
H2226,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",81%,75%,78%,69%,79%,60%,97%,85.3%,90%,96%,98%,15%,86%,95%,84%,78%,67%,80%,10%,81%,74%,83%,86%,88%,86%,0.05,9%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96%,98%,0.9,Not enough data available,0.05,9%,100,Medicare shows only a Star Rating for this topic,88%,92%,99,7%,79%,80%,76%,42.6%
H2228,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",31%,42%,Plan too small to be measured,Not enough data available,Not enough data available,25%,98%,96.9%,99%,99%,99%,Not enough data available,92%,93%,85%,Not enough data available,Not enough data available,Not enough data available,11%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.05,6%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96%,98%,0.0,Not enough data available,0.05,6%,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,98,6%,89%,86%,80%,50.9%
H2230,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",84%,82%,84%,73%,83%,55%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,29%,82%,96%,90%,80%,81%,53%,9%,86%,78%,92%,86%,87%,87%,0.06,5%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,84%,84%,0.9,67%,0.06,5%,100,Medicare shows only a Star Rating for this topic,84%,92%,95,8%,84%,85%,81%,11.5%
H2237,Local CCP,"INDEPENDENT CARE HEALTH PLAN, INC.",iCare,Independent Care Health Plan Inc.,79%,69%,69%,61%,78%,52%,94%,59.0%,83%,89%,91%,Not enough data available,69%,92%,69%,71%,77%,85%,10%,85%,82%,87%,86%,87%,87%,0.10,7%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,69%,93%,0.0,No data available,0.10,7%,100,Medicare shows only a Star Rating for this topic,86%,88%,99,8%,76%,75%,74%,25.4%
H2241,Local CCP,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,Golden State Medicare Health Plan,64%,60%,76%,64%,79%,49%,55%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,59%,91%,31%,26%,Not enough data available,56%,14%,82%,75%,88%,86%,87%,82%,0.35,9%,100,Not enough data available,Not enough data available,Not enough data available,92%,89%,0.0,Not enough data available,0.35,9%,100,Medicare shows only a Star Rating for this topic,85%,91%,99,13%,79%,80%,79%,37.5%
H2256,Local CCP,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,Tufts Health Plan or Tufts Medicare Preferred,"Tufts Associated HMO, Inc.",88%,84%,83%,74%,82%,55%,96%,97.5%,98%,99%,99%,38%,87%,98%,92%,90%,80%,66%,8%,86%,81%,92%,89%,91%,88%,0.06,4%,40,Medicare shows only a Star Rating for this topic,97%,97%,82%,94%,2.5,74%,0.06,4%,40,Medicare shows only a Star Rating for this topic,90%,92%,99,9%,84%,86%,82%,25.2%
H2261,Local CCP,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.",Blue Cross Blue Shield of Massachusetts,"Blue Cross and Blue Shield of Massachusetts, Inc.",84%,76%,79%,69%,79%,51%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,31%,85%,95%,87%,81%,74%,68%,9%,86%,79%,89%,87%,86%,87%,0.03,5%,100,Medicare shows only a Star Rating for this topic,100%,100%,84%,84%,0.9,No data available,0.03,5%,100,Medicare shows only a Star Rating for this topic,86%,91%,95,9%,83%,84%,82%,12.0%
H2312,Local CCP,HEALTH ALLIANCE PLAN OF MICHIGAN,HAP Senior Plus,Henry Ford Health System,82%,74%,77%,70%,76%,56%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,30%,73%,93%,82%,76%,85%,61%,10%,84%,77%,86%,85%,85%,84%,0.20,3%,80,Medicare shows only a Star Rating for this topic,97%,93%,73%,69%,7.2,80%,0.20,3%,80,Medicare shows only a Star Rating for this topic,83%,91%,99,5%,79%,85%,79%,42.5%
H2320,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,83%,75%,75%,71%,80%,55%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,57%,74%,94%,86%,77%,85%,50%,8%,86%,80%,91%,88%,86%,86%,0.04,5%,100,Medicare shows only a Star Rating for this topic,98%,94%,92%,93%,0.5,77%,0.04,5%,100,Medicare shows only a Star Rating for this topic,82%,92%,99,5%,81%,85%,79%,21.8%
H2322,Local CCP,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Alliance Medicare PPO,Henry Ford Health System,72%,75%,76%,65%,79%,53%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,72%,89%,72%,67%,80%,62%,10%,86%,75%,86%,86%,84%,85%,0.34,7%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,73%,69%,6.0,Not enough data available,0.34,7%,80,Medicare shows only a Star Rating for this topic,83%,91%,99,7%,77%,85%,80%,29.8%
H2354,Local CCP,HEALTHPLUS OF MICHIGAN,HealthPlus of Michigan,HealthPlus of Michigan,85%,79%,76%,64%,80%,55%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,39%,82%,95%,87%,68%,78%,60%,8%,88%,77%,88%,87%,87%,87%,0.07,3%,100,Medicare shows only a Star Rating for this topic,100%,79%,Not enough data available,Not enough data available,0.0,Not enough data available,0.07,3%,100,Medicare shows only a Star Rating for this topic,85%,92%,98,6%,79%,82%,79%,17.7%
H2400,Local CCP,"SIGNATURE ADVANTAGE, LLC",Signature Advantage (HMO SNP),"SA Plan, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2406,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",33%,37%,Plan too small to be measured,64%,73%,42%,94%,95.0%,93%,100%,100%,3%,92%,89%,72%,Not enough data available,Not enough data available,79%,5%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.00,24%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96%,98%,0.0,Not enough data available,0.00,24%,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,100,17%,88%,84%,83%,53.4%
H2411,Local CCP,FALLON COMMUNITY HEALTH PLAN,Fallon Health,Fallon Community Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,CMS identified issues with this plan's data
H2416,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INITIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,65%,60%,80%,69%,71%,49%,83%,64.8%,80%,87%,93%,13%,76%,90%,76%,69%,Not enough data available,79%,11%,87%,83%,92%,87%,88%,88%,0.04,2%,100,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%,87%,92.5,90%,0.04,2%,100,Medicare shows only a Star Rating for this topic,86%,94%,99,12%,85%,85%,85%,31.6%
H2417,Local CCP,ITASCA MEDICAL CARE,Itasca Medical Care/IMCare Classic,Itasca County Health & Human Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,71%,82%,Not enough data available,Plan too small to be measured,84.5%,77%,95%,96%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,71%,68%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,9%,90%,87%,82%,26.7%
H2419,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,61%,65%,81%,68%,79%,38%,90%,CMS identified issues with this plan's data,92%,84%,97%,Not enough data available,82%,94%,86%,82%,Not enough data available,76%,11%,88%,80%,88%,87%,88%,88%,0.05,1%,80,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%,90%,0.0,Not enough data available,0.05,1%,80,Medicare shows only a Star Rating for this topic,87%,93%,98,9%,87%,88%,87%,32.2%
