row_id,icd9_code,short_title,long_title
726,3952,aneurysm repair nec,other repair of aneurysm
727,3953,arterioven fistula rep,repair of arteriovenous fistula
728,3954,re-entry operation,re-entry operation (aorta)
729,3955,reimplan aberr renal ves,reimplantation of aberrant renal vessel
730,3956,repair vess w tis patch,repair of blood vessel with tissue patch graft
731,3957,rep vess w synth patch,repair of blood vessel with synthetic patch graft
732,3958,repair vess w patch nos,repair of blood vessel with unspecified type of patch graft
733,3959,repair of vessel nec,other repair of vessel
734,3961,extracorporeal circulat,extracorporeal circulation auxiliary to open heart surgery
735,3962,hypothermia w open heart,hypothermia (systemic) incidental to open heart surgery
736,3963,cardioplegia,cardioplegia
737,3964,intraop cardiac pacemak,intraoperative cardiac pacemaker
738,3965,extracorporeal memb oxy,extracorporeal membrane oxygenation [ecmo]
739,3966,per cardiopulmon bypass,percutaneous cardiopulmonary bypass
740,3971,endo imp oth grf abd aor,endovascular implantation of other graft in abdominal aorta
741,3972,endovasc embol hd/nk ves,endovascular (total) embolization or occlusion of head and neck vessels
742,3973,endo imp grft thor aorta,endovascular implantation of graft in thoracic aorta
743,3974,endo rem obs hd/neck ves,endovascular removal of obstruction from head and neck vessel(s)
744,3975,"endo emb hd/nk,bare coil",endovascular embolization or occlusion of vessel(s) of head or neck using bare coils
745,3976,"endo em hd/nk,bioac coil",endovascular embolization or occlusion of vessel(s) of head or neck using bioactive coils
746,3977,temp endovsc occls vessl,temporary (partial) therapeutic endovascular occlusion of vessel
747,3978,endovas impln grft aorta,endovascular implantation of branching or fenestrated graft(s) in aorta
748,3979,oth endo proc oth vessel,other endovascular procedures on other vessels
749,3981,"imp crtd sinus stm,totl","implantation or replacement of carotid sinus stimulation device, total system"
750,3982,imp/rep crtd sinus lead,implantation or replacement of carotid sinus stimulation lead(s) only
751,3983,imp/rep crtd sinus gnrtr,implantation or replacement of carotid sinus stimulation pulse generator only
752,3984,rev crtd sinus stm leads,revision of carotid sinus stimulation lead(s) only
753,3985,rev crtd sinus pulse gen,revision of carotid sinus stimulation pulse generator
754,3986,"rem crtd sinus stm, totl","removal of carotid sinus stimulation device, total system"
755,3987,rem crtd sinus stm lead,removal of carotid sinus stimulation lead(s) only
756,3988,rem crtd sinus pulse gen,removal of carotid sinus stimulation pulse generator only
757,3864,excision of aorta,"other excision of vessels, aorta, abdominal"
758,3865,thoracic vessel excision,"other excision of vessels, thoracic vessels"
759,3866,abdominal artery excis,"other excision of vessels, abdominal arteries"
760,3867,abdominal vein excision,"other excision of vessels, abdominal veins"
761,3868,leg artery excision,"other excision of vessels, lower limb arteries"
762,3869,leg vein excision,"other excision of vessels, lower limb veins"
763,387,interruption vena cava,interruption of the vena cava
764,3880,surg vessel occlus nec,"other surgical occlusion of vessels, unspecified site"
765,3881,occlus intracran ves nec,"other surgical occlusion of vessels, intracranial vessels"
766,3882,occlus head/neck ves nec,"other surgical occlusion of vessels, other vessels of head and neck"
767,3883,occlude arm vessel nec,"other surgical occlusion of vessels, upper limb vessels"
768,3884,occlude aorta nec,"other surgical occlusion of vessels, aorta, abdominal"
769,3885,occlude thoracic ves nec,"other surgical occlusion of vessels, thoracic vessels"
770,3886,occlude abd artery nec,"other surgical occlusion of vessels, abdominal arteries"
771,3887,occlude abd vein nec,"other surgical occlusion of vessels, abdominal veins"
772,3888,occlude leg artery nec,"other surgical occlusion of vessels, lower limb arteries"
773,3889,occlude leg vein nec,"other surgical occlusion of vessels, lower limb veins"
774,3891,arterial catheterization,arterial catheterization
775,3892,umbilical vein cath,umbilical vein catheterization
776,3893,venous cath nec,"venous catheterization, not elsewhere classified"
777,3894,venous cutdown,venous cutdown
778,3895,ven cath renal dialysis,venous catheterization for renal dialysis
779,3897,cv cath plcmt w guidance,central venous catheter placement with guidance
780,3722,left heart cardiac cath,left heart cardiac catheterization
781,3723,rt/left heart card cath,combined right and left heart cardiac catheterization
782,3724,pericardial biopsy,biopsy of pericardium
783,3725,cardiac biopsy,biopsy of heart
784,3726,cath base invasv ep test,catheter based invasive electrophysiologic testing
785,3727,cardiac mapping,cardiac mapping
786,3728,intracardiac echocardio,intracardiac echocardiography
787,1682,repair eyeball rupture,repair of rupture of eyeball
788,1689,eye/orbit inj repair nec,other repair of injury of eyeball or orbit
789,1691,retrobulbar injection,retrobulbar injection of therapeutic agent
790,1692,excision orbital lesion,excision of lesion of orbit
791,1693,excision eye lesion nos,"excision of lesion of eye, unspecified structure"
792,1698,operation on orbit nec,other operations on orbit
793,1699,operation on eyeball nec,other operations on eyeball
794,1711,lap dir ing hern-graft,laparoscopic repair of direct inguinal hernia with graft or prosthesis
795,1712,lap indir ing hern-graft,laparoscopic repair of indirect inguinal hernia with graft or prosthesis
796,991,lac punctum obliteration,obliteration of lacrimal punctum
797,999,lacrimal system op nec,other operations on lacrimal system
798,100,incise/remov conjunct fb,removal of embedded foreign body from conjunctiva by incision
799,1021,conjunctival biopsy,biopsy of conjunctiva
800,1029,conjunctiva dx proc nec,other diagnostic procedures on conjunctiva
801,1031,excise conjunctiv lesion,excision of lesion or tissue of conjunctiva
802,1032,destruct conjunc les nec,destruction of lesion of conjunctiva
803,1033,oth conjunc destruc proc,other destructive procedures on conjunctiva
804,1041,symbleph rep w free grft,repair of symblepharon with free graft
805,1042,graft conjunc cul-de-sac,reconstruction of conjunctival cul-de-sac with free graft
806,1043,conjun cul-de-sac rx nec,other reconstruction of conjunctival cul-de-sac
807,1044,conjunc free graft nec,other free graft to conjunctiva
808,1049,conjunctivoplasty nec,other conjunctivoplasty
809,105,conjunc/lid adhesiolysis,lysis of adhesions of conjunctiva and eyelid
810,106,repair conjunct lacerat,repair of laceration of conjunctiva
811,1091,subconjunctival inject,subconjunctival injection
812,1099,conjunctival op nec,other operations on conjunctiva
813,1121,corneal scrape for smear,scraping of cornea for smear or culture
814,1122,corneal biopsy,biopsy of cornea
815,1129,corneal dx proc nec,other diagnostic procedures on cornea
816,1131,pterygium transposition,transposition of pterygium
817,1132,pteryg exc w cornea grft,excision of pterygium with corneal graft
818,1139,pterygium excision nec,other excision of pterygium
819,1141,mech remov cornea epith,mechanical removal of corneal epithelium
820,1142,thermocaut cornea lesion,thermocauterization of corneal lesion
821,1143,cryotherap cornea lesion,cryotherapy of corneal lesion
822,1149,destruct cornea les nec,other removal or destruction of corneal lesion
823,1151,suture cornea laceration,suture of corneal laceration
824,1152,rep cornea postop dehisc,repair of postoperative wound dehiscence of cornea
825,1153,rx cornea lac w conj flp,repair of corneal laceration or wound with conjunctival flap
826,1159,corneal repair nec,other repair of cornea
827,1160,corneal transplant nos,"corneal transplant, not otherwise specified"
828,1161,lam keratplast w autgrft,lamellar keratoplasty with autograft
829,1162,lamellar keratoplast nec,other lamellar keratoplasty
830,1163,perf keratopl w autogrft,penetrating keratoplasty with autograft
831,1164,perforat keratoplast nec,other penetrating keratoplasty
832,1169,corneal transplant nec,other corneal transplant
833,1171,keratomileusis,keratomileusis
834,1172,keratophakia,keratophakia
835,1173,keratoprosthesis,keratoprosthesis
836,1174,thermokeratoplasty,thermokeratoplasty
837,1175,radial keratotomy,radial keratotomy
838,1176,epikeratophakia,epikeratophakia
839,1179,cornea reconstruct nec,other reconstructive and refractive surgery on cornea
840,1191,corneal tattooing,tattooing of cornea
841,1192,remove corneal implant,removal of artificial implant from cornea
842,1199,corneal operation nec,other operations on cornea
843,1200,remov ant segmnt fb nos,"removal of intraocular foreign body from anterior segment of eye, not otherwise specified"
844,1201,magnet remov ant seg fb,removal of intraocular foreign body from anterior segment of eye with use of magnet
845,1202,nonmag remov ant seg fb,removal of intraocular foreign body from anterior segment of eye without use of magnet
846,1211,iridotomy w transfixion,iridotomy with transfixion
847,1212,iridotomy nec,other iridotomy
848,1213,prolapsed iris excision,excision of prolapsed iris
849,1214,iridectomy nec,other iridectomy
850,1221,dx aspirat-ant chamber,diagnostic aspiration of anterior chamber of eye
851,1222,iris biopsy,biopsy of iris
852,1229,ant segment dx proc nec,"other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber"
853,1231,goniosynechiae lysis,lysis of goniosynechiae
854,1232,ant synechia lysis nec,lysis of other anterior synechiae
855,1233,post synechiae lysis,lysis of posterior synechiae
856,1234,corneovitreal adhesiolys,lysis of corneovitreal adhesions
857,1235,coreoplasty,coreoplasty
858,1239,iridoplasty nec,other iridoplasty
859,1240,remov ant segmnt les nos,"removal of lesion of anterior segment of eye, not otherwise specified"
860,1241,nonexc destruc iris les,"destruction of lesion of iris, nonexcisional"
861,1242,excision of iris lesion,excision of lesion of iris
862,1243,nonexc destr cil bod les,"destruction of lesion of ciliary body, nonexcisional"
863,1244,excise ciliary body les,excision of lesion of ciliary body
864,1251,goniopuncture,goniopuncture without goniotomy
865,1252,goniotomy,goniotomy without goniopuncture
866,1253,goniotomy w goniopunctur,goniotomy with goniopuncture
867,1254,trabeculotomy ab externo,trabeculotomy ab externo
868,1255,cyclodialysis,cyclodialysis
869,1259,facilit intraoc circ nec,other facilitation of intraocular circulation
870,1261,trephin sclera w iridect,trephination of sclera with iridectomy
871,1262,thermcaut scler w iridec,thermocauterization of sclera with iridectomy
872,1263,iridencleisis/iridotasis,iridencleisis and iridotasis
873,1264,trabeculectom ab externo,trabeculectomy ab externo
874,1265,scler fistuliz w iridect,other scleral fistulization with iridectomy
875,1266,postop revis scl fistul,postoperative revision of scleral fistulization procedure
876,1267,insert aqueous drain dev,insertion of aqueous drainage device
877,1269,scler fistulizing op nec,other scleral fistulizing procedure
878,1271,cyclodiathermy,cyclodiathermy
879,1272,cyclocryotherapy,cyclocryotherapy
880,1273,cyclophotocoagulation,cyclophotocoagulation
881,1274,cil body diminution nos,"diminution of ciliary body, not otherwise specified"
882,1279,glaucoma procedure nec,other glaucoma procedures
883,1281,suture scleral lacer,suture of laceration of sclera
884,1282,scleral fistula repair,repair of scleral fistula
885,1283,revis ant seg op wnd nec,"revision of operative wound of anterior segment, not elsewhere classified"
886,1284,destruct scleral lesion,excision or destruction of lesion of sclera
887,1285,repair staphylom w graft,repair of scleral staphyloma with graft
888,1286,rep scler staphyloma nec,other repair of scleral staphyloma
889,1287,graft reinforce sclera,scleral reinforcement with graft
890,1288,sclera reinforcement nec,other scleral reinforcement
891,1289,scleral operation nec,other operations on sclera
892,1291,therapeut evac ant chamb,therapeutic evacuation of anterior chamber
893,1292,anterior chamber inject,injection into anterior chamber
894,1293,remov epithel downgrowth,removal or destruction of epithelial downgrowth from anterior chamber
895,1297,iris operation nec,other operations on iris
896,1298,ciliary body op nec,other operations on ciliary body
897,1299,anterior chamber op nec,other operations on anterior chamber
898,1300,remove fb lens nos,"removal of foreign body from lens, not otherwise specified"
899,1301,magnet remove fb lens,removal of foreign body from lens with use of magnet
900,1302,nonmagnet remove fb lens,removal of foreign body from lens without use of magnet
901,1311,temp-inf intrcap lens ex,intracapsular extraction of lens by temporal inferior route
902,1319,intracapsul lens ext nec,other intracapsular extraction of lens
903,133,simpl aspir lens extract,extracapsular extraction of lens by simple aspiration (and irrigation) technique
904,1341,catarac phacoemuls/aspir,phacoemulsification and aspiration of cataract
905,1342,post catarac frag/aspir,mechanical phacofragmentation and aspiration of cataract by posterior route
906,1343,cataract frag/aspir nec,mechanical phacofragmentation and other aspiration of cataract
907,1351,temp-inf xtracap lens ex,extracapsular extraction of lens by temporal inferior route
908,1359,extracap lens extrac nec,other extracapsular extraction of lens
909,1364,after-catar discission,discission of secondary membrane [after cataract]
910,1365,after-cataract excision,excision of secondary membrane [after cataract]
911,1366,after catar fragmntation,mechanical fragmentation of secondary membrane [after cataract]
912,1369,cataract extraction nec,other cataract extraction
913,1370,insert pseudophakos nos,"insertion of pseudophakos, not otherwise specified"
914,1371,insert lens at catar ext,"insertion of intraocular lens prosthesis at time of cataract extraction, one-stage"
915,1372,secondary insert lens,secondary insertion of intraocular lens prosthesis
916,138,implanted lens removal,removal of implanted lens
917,1390,operation on lens nec,"operation on lens, not elsewhere classified"
918,1391,impl intraoc telesc pros,implantation of intraocular telescope prosthesis
919,1400,remov post segmnt fb nos,"removal of foreign body from posterior segment of eye, not otherwise specified"
920,1401,magnet remov post seg fb,removal of foreign body from posterior segment of eye with use of magnet
921,1402,nonmag remov post seg fb,removal of foreign body from posterior segment of eye without use of magnet
922,1411,diagnost vitreous aspir,diagnostic aspiration of vitreous
923,1419,dx proc post seg nec,"other diagnostic procedures on retina, choroid, vitreous, and posterior chamber"
924,2023,middle ear incision,incision of middle ear
925,2031,electrocochleography,electrocochleography
926,2032,mid & inner ear biopsy,biopsy of middle and inner ear
927,2039,mid/in ear dx proc nec,other diagnostic procedures on middle and inner ear
928,2041,simple mastoidectomy,simple mastoidectomy
929,2042,radical mastoidectomy,radical mastoidectomy
930,2049,mastoidectomy nec,other mastoidectomy
931,2051,excise middle ear lesion,excision of lesion of middle ear
932,2059,middle ear excision nec,other excision of middle ear
933,2061,inner ear fenestration,fenestration of inner ear (initial)
934,2062,revis inner ear fenestra,revision of fenestration of inner ear
935,2071,endolymphatic shunt,endolymphatic shunt
936,1741,open robotic assist proc,open robotic assisted procedure
937,1742,lap robotic assist proc,laparoscopic robotic assisted procedure
938,1743,perc robotic assist proc,percutaneous robotic assisted procedure
939,1744,endo robotic assist proc,endoscopic robotic assisted procedure
940,1745,thoraco robotic ast proc,thoracoscopic robotic assisted procedure
941,1749,robotic ast proc nec/nos,other and unspecified robotic assisted procedure
942,1751,"implant ccm,total system","implantation of rechargeable cardiac contractility modulation [ccm], total system"
943,1752,implant ccm pulse genrtr,implantation or replacement of cardiac contractility modulation [ccm] rechargeable pulse generator only
944,1753,perc ather extracran vsl,percutaneous atherectomy of extracranial vessel(s)
945,1754,perc ather intracran vsl,percutaneous atherectomy of intracranial vessel(s)
946,1755,translum cor atherectomy,transluminal coronary atherectomy
947,1756,ather oth non-cor vessel,atherectomy of other non-coronary vessel(s)
948,1761,"litt lesn brain,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of brain under guidance
949,1762,"litt les hd/nck,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of head and neck under guidance
950,1763,"litt lesn liver,guidance",laser interstitial thermal therapy [litt] of lesion or tissue of liver under guidance
951,1769,"litt lesn, guide oth/nos",laser interstitial thermal therapy [litt] of lesion or tissue of other and unspecified site under guidance
952,1770,iv infusion clofarabine,intravenous infusion of clofarabine
953,1771,non-coronary ifva,non-coronary intra-operative fluorescence vascular angiography [ifva]
954,1781,insert antimicrobial env,insertion of antimicrobial envelope
955,1801,piercing of ear lobe,piercing of ear lobe
956,1802,ext auditory canal incis,incision of external auditory canal
957,1809,external ear incis nec,other incision of external ear
958,1811,otoscopy,otoscopy
959,1812,external ear biopsy,biopsy of external ear
960,1819,ext ear diagnos proc nec,other diagnostic procedures on external ear
961,1821,preauricular sinus excis,excision of preauricular sinus
962,1829,destruct ext ear les nec,excision or destruction of other lesion of external ear
963,1831,rad excis ext ear les,radical excision of lesion of external ear
964,1839,excis external ear nec,other excision of external ear
965,184,suture ext ear lac,suture of laceration of external ear
966,185,correction prominent ear,surgical correction of prominent ear
967,186,ext audit canal reconstr,reconstruction of external auditory canal
968,1871,construction ear auricle,construction of auricle of ear
969,1872,reattach amputated ear,reattachment of amputated ear
970,1879,plastic rep ext ear nec,other plastic repair of external ear
971,189,other ext ear operations,other operations on external ear
972,190,stapes mobilization,stapes mobilization
973,1911,stapedect w replac incus,stapedectomy with incus replacement
974,1919,stapedectomy nec,other stapedectomy
975,1921,rev stapdec w incus repl,revision of stapedectomy with incus replacement
976,1929,stapedectomy revis nec,other revision of stapedectomy
977,193,ossicular chain op nec,other operations on ossicular chain
978,194,myringoplasty,myringoplasty
979,1952,type 2 tympanoplasty,type ii tympanoplasty
980,1953,type 3 tympanoplasty,type iii tympanoplasty
981,1954,type 4 tympanoplasty,type iv tympanoplasty
982,1955,type 5 tympanoplasty,type v tympanoplasty
983,196,tympanoplasty revision,revision of tympanoplasty
984,199,middle ear repair nec,other repair of middle ear
985,2001,myringotomy w intubation,myringotomy with insertion of tube
986,2009,myringotomy nec,other myringotomy
987,2021,mastoid incision,incision of mastoid
988,2022,petrus pyram air cel inc,incision of petrous pyramid air cells
989,236,prosthet dental implant,prosthetic dental implant
990,2370,root canal nos,"root canal, not otherwise specified"
991,2371,root canal w irrigation,root canal therapy with irrigation
992,2372,root canal w apicoectomy,root canal therapy with apicoectomy
993,2373,apicoectomy,apicoectomy
994,240,gum or alveolar incision,incision of gum or alveolar bone
995,2411,gum biopsy,biopsy of gum
996,2412,alveolus biopsy,biopsy of alveolus
997,2419,tooth & gum dx proc nec,"other diagnostic procedures on teeth, gums, and alveoli"
998,2431,gum lesion excision,excision of lesion or tissue of gum
999,2432,suture of gum laceration,suture of laceration of gum
1000,2439,gum operation nec,other operations on gum
1001,244,exc of dental les of jaw,excision of dental lesion of jaw
1002,245,alveoloplasty,alveoloplasty
1003,246,exposure of tooth,exposure of tooth
1004,247,orthodon applianc applic,application of orthodontic appliance
1005,248,other orthodontic operat,other orthodontic operation
1006,2491,exten buccolabial/sulcus,extension or deepening of buccolabial or lingual sulcus
1007,2499,dental operation nec,other dental operations
1008,2501,closed biopsy of tongue,closed [needle] biopsy of tongue
1009,2502,open biopsy of tongue,open biopsy of tongue
1010,2559,repair of tongue nec,other repair and plastic operations on tongue
1011,2591,lingual frenotomy,lingual frenotomy
1012,2592,lingual frenectomy,lingual frenectomy
1013,2593,lysis of tongue adhesion,lysis of adhesions of tongue
1014,2594,other glossotomy,other glossotomy
1015,2599,tongue operation nec,other operations on tongue
1016,260,incis salivary glnd/duct,incision of salivary gland or duct
1017,2611,clos bx saliv gland/duct,closed [needle] biopsy of salivary gland or duct
1018,2612,open bx saliv gland/duct,open biopsy of salivary gland or duct
1019,2619,saliv glnd dx proc nec,other diagnostic procedures on salivary glands and ducts
1020,2621,salivary cyst marsupial,marsupialization of salivary gland cyst
1021,2629,saliv lesion excis nec,other excision of salivary gland lesion
1022,2630,sialoadenectomy nos,"sialoadenectomy, not otherwise specified"
1023,2631,partial sialoadenectomy,partial sialoadenectomy
1024,2632,complete sialoadenectomy,complete sialoadenectomy
1025,2641,suture of saliv glnd lac,suture of laceration of salivary gland
1026,2642,salivary fistula closure,closure of salivary fistula
1027,2649,salivary repair nec,other repair and plastic operations on salivary gland or duct
1028,2691,salivary duct probing,probing of salivary duct
1029,2699,salivary operation nec,other operations on salivary gland or duct
1030,270,drain face & mouth floor,drainage of face and floor of mouth
1031,2509,tongue dx procedure nec,other diagnostic procedures on tongue
1032,251,destruction tongue les,excision or destruction of lesion or tissue of tongue
1033,252,partial glossectomy,partial glossectomy
1034,253,complete glossectomy,complete glossectomy
1035,254,radical glossectomy,radical glossectomy
1036,2551,suture of tongue lacerat,suture of laceration of tongue
1037,2072,inner ear injection,injection into inner ear
1038,2079,inc/exc/destr in ear nec,"other incision, excision, and destruction of inner ear"
1039,208,eustachian tube ops,operations on eustachian tube
1040,2091,tympanosympathectomy,tympanosympathectomy
1041,2092,mastoidectomy revision,revision of mastoidectomy
1042,2093,repair oval/round window,repair of oval and round windows
1043,2094,tympanic injection,injection of tympanum
1044,2095,elecmag hear dev implant,implantation of electromagnetic hearing device
1045,2096,implt cochlear prost nos,"implantation or replacement of cochlear prosthetic device, not otherwise specified"
1046,2097,imp/rep schan coch pros,"implantation or replacement of cochlear prosthetic device, single channel"
1047,2098,imp/rep mchan cochl pros,"implantation or replacement of cochlear prosthetic device, multiple channel"
1048,2099,mid-inner ear ops nec,other operations on middle and inner ear
1049,2100,control of epistaxis nos,"control of epistaxis, not otherwise specified"
1050,2101,ant nasal pack for epist,control of epistaxis by anterior nasal packing
1051,2102,post nasal pac for epist,control of epistaxis by posterior (and anterior) packing
1052,2103,cautery to stop epistax,control of epistaxis by cauterization (and packing)
1053,2104,ethmoid art ligat-epist,control of epistaxis by ligation of ethmoidal arteries
1054,2105,max art lig for epistax,control of epistaxis by (transantral) ligation of the maxillary artery
1055,2106,ext carot art lig-epist,control of epistaxis by ligation of the external carotid artery
1056,2107,nasal sept grft-epistax,control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
1057,2109,epistaxis control nec,control of epistaxis by other means
1058,2121,rhinoscopy,rhinoscopy
1059,2122,nasal biopsy,biopsy of nose
1060,2129,nasal dx proc nec,other diagnostic procedures on nose
1061,2130,nasal lesion excis nos,"excision or destruction of lesion of nose, not otherwise specified"
1062,2131,intranas les destruction,local excision or destruction of intranasal lesion
1063,2132,nasal les destruct nec,local excision or destruction of other lesion of nose
1064,215,submuc nasal sept resect,submucous resection of nasal septum
1065,2161,diather/cryo turbinectom,turbinectomy by diathermy or cryosurgery
1066,2162,turbinate fracture,fracture of the turbinates
1067,2169,turbinectomy nec,other turbinectomy
1068,2171,clos reduction nasal fx,closed reduction of nasal fracture
1069,2172,open reduction nasal fx,open reduction of nasal fracture
1070,2181,nasal laceration suture,suture of laceration of nose
1071,2182,nasal fistula closure,closure of nasal fistula
1072,2183,tot nasal reconstruction,total nasal reconstruction
1073,2184,revision rhinoplasty,revision rhinoplasty
1074,2185,augmentation rhinoplasty,augmentation rhinoplasty
1075,2186,limited rhinoplasty,limited rhinoplasty
1076,2187,rhinoplasty nec,other rhinoplasty
1077,2188,septoplasty nec,other septoplasty
1078,2189,nasal repair nec,other repair and plastic operations on nose
1079,2191,lysis of nasal adhesions,lysis of adhesions of nose
1080,2199,nasal operation nec,other operations on nose
1081,2200,sinus aspirat/lavage nos,"aspiration and lavage of nasal sinus, not otherwise specified"
1082,2201,sinus punct for lavage,puncture of nasal sinus for aspiration or lavage
1083,2202,sinus lavage thru ostium,aspiration or lavage of nasal sinus through natural ostium
1084,2211,closed nasal sinus bx,closed [endoscopic] [needle] biopsy of nasal sinus
1085,2212,open biopsy nasal sinus,open biopsy of nasal sinus
1086,2219,nasal sinus dx proc nec,other diagnostic procedures on nasal sinuses
1087,2231,radical maxillary antrot,radical maxillary antrotomy
1088,2239,ext maxillary antrot nec,other external maxillary antrotomy
1089,2241,frontal sinusotomy,frontal sinusotomy
1090,2242,frontal sinusectomy,frontal sinusectomy
1091,2250,sinusotomy nos,"sinusotomy, not otherwise specified"
1092,2251,ethmoidotomy,ethmoidotomy
1093,2252,sphenoidotomy,sphenoidotomy
1094,2253,multiple sinus incision,incision of multiple nasal sinuses
1095,2260,sinusectomy nos,"sinusectomy, not otherwise specified"
1096,2261,c-luc exc max sinus les,excision of lesion of maxillary sinus with caldwell-luc approach
1097,2262,exc max sinus lesion nec,excision of lesion of maxillary sinus with other approach
1098,2263,ethmoidectomy,ethmoidectomy
1099,2264,sphenoidectomy,sphenoidectomy
1100,2271,nasal sinus fistula clos,closure of nasal sinus fistula
1101,2279,nasal sinus repair nec,other repair of nasal sinus
1102,229,other nasal sinus ops,other operations on nasal sinuses
1103,2301,deciduous tooth extract,extraction of deciduous tooth
1104,2309,tooth extraction nec,extraction of other tooth
1105,2311,residual root removal,removal of residual root
1106,2319,surg tooth extract nec,other surgical extraction of tooth
1107,2341,crown application,application of crown
1108,2342,fixed bridge insertion,insertion of fixed bridge
1109,2343,insert removable bridge,insertion of removable bridge
1110,2349,dental restoration nec,other dental restoration
1111,2991,pharyngeal dilation,dilation of pharynx
1112,2992,divis glossopharyng nerv,division of glossopharyngeal nerve
1113,2999,pharyngeal operation nec,other operations on pharynx
1114,3001,larynx cyst marsupializ,marsupialization of laryngeal cyst
1115,3009,destruct larynx les nec,other excision or destruction of lesion or tissue of larynx
1116,3021,epiglottidectomy,epiglottidectomy
1117,3022,vocal cordectomy,vocal cordectomy
1118,3029,other part laryngectomy,other partial laryngectomy
1119,303,complete laryngectomy,complete laryngectomy
1120,304,radical laryngectomy,radical laryngectomy
1121,271,incision of palate,incision of palate
1122,2721,bony palate biopsy,biopsy of bony palate
1123,2722,uvula and soft palate bx,biopsy of uvula and soft palate
1124,2723,lip biopsy,biopsy of lip
1125,2724,mouth biopsy nos,"biopsy of mouth, unspecified structure"
1126,2729,oral cavity dx proc nec,other diagnostic procedures on oral cavity
1127,2731,loc exc bony palate les,local excision or destruction of lesion or tissue of bony palate
1128,2732,wide exc bony palate les,wide excision or destruction of lesion or tissue of bony palate
1129,2741,labial frenumectomy,labial frenectomy
1130,2742,wide excision of lip les,wide excision of lesion of lip
1131,2743,excision of lip les nec,other excision of lesion or tissue of lip
1132,2749,excision of mouth nec,other excision of mouth
1133,2751,suture of lip laceration,suture of laceration of lip
1134,2752,suture of mouth lac nec,suture of laceration of other part of mouth
1135,2753,closure of mouth fistula,closure of fistula of mouth
1136,2754,repair of cleft lip,repair of cleft lip
1137,2755,full-thick grft to mouth,full-thickness skin graft to lip and mouth
1138,2756,skin graft to mouth nec,other skin graft to lip and mouth
1139,2757,pedicle attach to mouth,attachment of pedicle or flap graft to lip and mouth
1140,2759,mouth repair nec,other plastic repair of mouth
1141,2761,suture of palate lacerat,suture of laceration of palate
1142,2762,cleft palate correction,correction of cleft palate
1143,2763,revis cleft palat repair,revision of cleft palate repair
1144,2764,insert palatal implant,insertion of palatal implant
1145,2769,oth plastic repair palat,other plastic repair of palate
1146,2771,incision of uvula,incision of uvula
1147,2772,excision of uvula,excision of uvula
1148,2773,repair of uvula,repair of uvula
1149,2779,other uvula operations,other operations on uvula
1150,2791,labial frenotomy,labial frenotomy
1151,2792,mouth incision nos,"incision of mouth, unspecified structure"
1152,2799,oral cavity ops nec,other operations on oral cavity
1153,280,peritonsillar i & d,incision and drainage of tonsil and peritonsillar structures
1154,2811,tonsil&adenoid biopsy,biopsy of tonsils and adenoids
1155,2819,tonsil&adenoid dx op nec,other diagnostic procedures on tonsils and adenoids
1156,282,tonsillectomy,tonsillectomy without adenoidectomy
1157,283,tonsillectomy/adenoidec,tonsillectomy with adenoidectomy
1158,284,excision of tonsil tag,excision of tonsil tag
1159,285,excision lingual tonsil,excision of lingual tonsil
1160,286,adenoidectomy,adenoidectomy without tonsillectomy
1161,287,hemorr contrl post t & a,control of hemorrhage after tonsillectomy and adenoidectomy
1162,2891,incis to remov tonsil fb,removal of foreign body from tonsil and adenoid by incision
1163,2892,excis tonsil/adenoid les,excision of lesion of tonsil and adenoid
1164,2899,tonsil/adenoid ops nec,other operations on tonsils and adenoids
1165,290,pharyngotomy,pharyngotomy
1166,2911,pharyngoscopy,pharyngoscopy
1167,2912,pharyngeal biopsy,pharyngeal biopsy
1168,2919,pharyngeal dx proc nec,other diagnostic procedures on pharynx
1169,2931,cricopharyngeal myotomy,cricopharyngeal myotomy
1170,5280,pancreat transplant nos,"pancreatic transplant, not otherwise specified"
1171,5281,reimplant pancreatic tis,reimplantation of pancreatic tissue
1172,5282,pancreatic homotransplan,homotransplant of pancreas
1173,5283,pancreatic heterotranspl,heterotransplant of pancreas
1174,5284,autotrnsplnt islets lang,autotransplantation of cells of islets of langerhans
1175,5285,allotrnsplnt islets lang,allotransplantation of cells of islets of langerhans
1176,5286,trnsplnt islets lang nos,"transplantation of cells of islets of langerhans, not otherwise specified"
1177,5292,cannulation pancrea duc,cannulation of pancreatic duct
1178,5293,endosc inser panc stent,endoscopic insertion of stent (tube) into pancreatic duct
1179,5294,endosc remove panc stone,endoscopic removal of stone(s) from pancreatic duct
1180,5295,pancreatic repair nec,other repair of pancreas
1181,5296,pancreatic anastomosis,anastomosis of pancreas
1182,5297,endosc inser nasopan tub,endoscopic insertion of nasopancreatic drainage tube
1183,5298,endosc dil pancreat duct,endoscopic dilation of pancreatic duct
1184,5299,pancreatic operation nec,other operations on pancreas
1185,5300,unilat ing hern rep nos,"unilateral repair of inguinal hernia, not otherwise specified"
1186,5301,opn rep dir ing hern nec,other and open repair of direct inguinal hernia
1187,5302,opn rep ind ing hern nec,other and open repair of indirect inguinal hernia
