row_id,itemid,label,linksto
1814,5720,total bath,chartevents
1815,5721,abd lateral,chartevents
1816,5722,av fistula t/b,chartevents
1817,5723,caffiene bolus,chartevents
1818,5724,tea bags to r eye.,chartevents
1819,5725,umbilical,chartevents
1820,5726,hi ve,chartevents
1821,5727,hi mv,chartevents
1822,5728,solumedrol  mg/kg/hr,chartevents
1823,5729,bair hugger,chartevents
1824,5730,hernia repair,chartevents
1825,5731,femoral abp mean,chartevents
1826,5732,femoral abp s/d,chartevents
1827,5733,granuloma,chartevents
1828,5735,peri pad chg,chartevents
1829,5736,inst spir,chartevents
1830,5737,breast pump,chartevents
1831,5738,pericardial flush,chartevents
1832,5739,nas assessment,chartevents
1833,5740,active rom rue/lue,chartevents
1834,5741,passive rom rue/lue,chartevents
1835,5742,colostomy stoma,chartevents
1836,5743,nt suction,chartevents
1837,5744,high exhaled min vol,chartevents
1838,5745,hep flush 10units/cc,chartevents
1839,5746,heparin depend antby,chartevents
1840,5747,dobutamine,chartevents
1841,5748,vitamin a inj.,chartevents
1842,5749,percussion per bed,chartevents
1843,5750,24hr lytes&bili,chartevents
1844,5751,prbcs,chartevents
1845,5752,epinephrin,chartevents
1846,5753,calcium chloride,chartevents
1847,5754,apnea time,chartevents
1848,5755,time disconnect,chartevents
1849,5756,pinps,chartevents
1850,5757,mucous fistula,chartevents
1851,5758,mv hi,chartevents
1852,5759,gentics consult,chartevents
1853,5760,bed bath,chartevents
1854,5761,chromosomal analysis,chartevents
1855,5762,rectal tube care,chartevents
1856,5763,ngt ns flush q/4hr,chartevents
1857,5764,driving press,chartevents
1858,5765,cpr instruction,chartevents
1859,5766,high mv,chartevents
1860,5767,trach button,chartevents
1861,5768,left nephro. tube,chartevents
1862,5769,multipodus splints,chartevents
1863,5770,dexamethasone eye ds,chartevents
1864,5771,heliox psi pressure,chartevents
1865,5772,flap temp/color,chartevents
1866,5773,waffle boots,chartevents
1867,5774,nipple shield used,chartevents
1868,5775,decadron nose drops,chartevents
1869,5776,"fem, abp",chartevents
1870,5777,cyclomydril eye drop,chartevents
1871,5778,low mv,chartevents
1872,5779,high    mv,chartevents
1873,5780,nt sx,chartevents
1874,5781,lab results,chartevents
1875,5782,high minute ventilan,chartevents
1876,5783,aprotinen cc/hr,chartevents
1877,5784,lab results,chartevents
1878,5785,vath,chartevents
1879,5786,high pressure,chartevents
1880,5787,t-tube,chartevents
1881,5788,lle cast care,chartevents
1882,5789,rt. avf bruit/thrill,chartevents
1883,5790,cyclosporine mg/hr,chartevents
1884,5791,right femoral a-line,chartevents
1885,5792,left  lower leg cast,chartevents
1886,5793,dtr,chartevents
1887,5794,dapt,chartevents
1888,5795,ureteral stent.,chartevents
1889,5796,lochia,chartevents
1890,5797,l fem aline,chartevents
1891,5798,ecmo flows,chartevents
1892,5799,r leg elevated,chartevents
1893,5800,mushroom catheter,chartevents
1894,5801,high ve            n,chartevents
1895,5802,hyperoxyia test,chartevents
1896,5803,femoral sheath aline,chartevents
1897,5804,sheath map,chartevents
1898,5805,dopamine mics/kg/min,chartevents
1899,5806,180 degree turn,chartevents
1900,5807,color of toes,chartevents
1901,5808,zygris,chartevents
1902,5809,foely,chartevents
1903,5810,urine calcium,chartevents
1904,5811,urine creatinine,chartevents
1905,5812,urine lytes,chartevents
1906,5813,abp alarm [low],chartevents
1907,5814,cvp alarm [low],chartevents
1908,5815,hr alarm [low],chartevents
1909,5816,icp alarm [low],chartevents
1910,5817,nbp alarm [low],chartevents
1911,5818,pap alarm [low],chartevents
1912,5819,resp alarm [low],chartevents
1913,5820,spo2 alarm [low],chartevents
1914,5821,tbili,chartevents
1915,5822,auqafor,chartevents
1916,5823,bed percussion,chartevents
1917,5824,himv,chartevents
1918,5825,nose wound,chartevents
1919,5826,cbc and blood cx,chartevents
1920,5827,nystatin po suspensn,chartevents
1921,5828,multipodus boots,chartevents
1922,5829,"abg, io ca",chartevents
1923,5831,heparin flush 10u/cc,chartevents
1924,5832,driving prssr,chartevents
1925,5833,"lytes.tbili,abg",chartevents
1926,5834,thoracentesis,chartevents
1927,5835,hep b vac,chartevents
1928,5836,mask/sz,chartevents
1929,5837,time disc.,chartevents
1930,5838,jobst bra,chartevents
1931,5839,eye movements,chartevents
1932,5841,tpa,chartevents
1933,5842,decadron drops,chartevents
1934,5843,neosynephrine drops,chartevents
1935,5844,hep. b,chartevents
1936,5845,fem art,chartevents
1937,5846,rigors,chartevents
1938,5847,mv hi,chartevents
1939,5848,disconnect,chartevents
1940,5849,hep b vaccination,chartevents
1941,5850,home bipap unit,chartevents
1942,5852,multi-podus,chartevents
1943,5853,elevate l leg,chartevents
1944,5854,fem aline,chartevents
1945,5855,t diconnect,chartevents
1946,5856,icp,chartevents
1947,5857,aterial line,chartevents
1948,5858,bedside observer,chartevents
1949,5859,left eye,chartevents
1950,5860,bed side observer,chartevents
1951,5861,ted stockings bilat,chartevents
1952,5862,right leg bruit,chartevents
1953,5863,opthamology consult,chartevents
1954,5864,ostomy,chartevents
1955,5865,aprv pressure high,chartevents
1956,5866,aprv pressure low,chartevents
1957,5867,aprv time high,chartevents
1958,5868,aprv time low,chartevents
1959,5869,atc on,chartevents
1960,5870,home vent,chartevents
1961,5871,sizure pads,chartevents
1962,5872,inner canula,chartevents
1963,5873,vanco trough,chartevents
1964,5874,high min. vent,chartevents
1965,5875,ua/uvc placement,chartevents
1966,5876,bun,chartevents
1967,5877,lft's,chartevents
1968,5879,right arm cellulitis,chartevents
1969,5880,low rr,chartevents
1970,5883,desitin prn,chartevents
1971,5884,ranitidine pg,chartevents
1972,5885,"lytes,abg,bili",chartevents
1973,5886,glycerinesuppository,chartevents
1974,5887,gentamicin opthalmic,chartevents
1975,5889,bladder cath,chartevents
1976,5890,dulc.supp andenema,chartevents
1977,5891,sse,chartevents
1978,5892,tpa mg/hr,chartevents
1979,5893,ngt lavage,chartevents
1980,5894,perit/bladder pressu,chartevents
1981,5895,abduction wedge,chartevents
1982,5896,ven0us o2 sat,chartevents
1983,5897,baptize,chartevents
1984,5898,urine na,chartevents
1985,5899,triple antibx oint,chartevents
1986,5900,xeroform dsg,chartevents
1987,5901,"lytes,bili",chartevents
1988,5902,yi mv,chartevents
1989,5903,abdomenal incision,chartevents
1990,5904,02 tubing present,chartevents
1991,5905,alarms checked,chartevents
1992,5906,analgesic,chartevents
1993,5907,bag and mask present,chartevents
1994,5908,feeding label match,chartevents
1995,5909,id band(s) on,chartevents
1996,5911,l&d bands(s) on,chartevents
1997,5912,sx equip functioning,chartevents
1998,5913,tolerated new med?,chartevents
1999,5914,zz equip functioning,chartevents
2000,5916,zz tubing present,chartevents
2001,5919,zzg and mask present,chartevents
2002,5920,passymuir valve,chartevents
2003,5921,abdominal binder,chartevents
2004,5922,bleedig at meatus,chartevents
2005,5923,gi #2 guiac,chartevents
2006,5924,afrin nasal drops,chartevents
2007,5925,abdominal hernia,chartevents
2008,5926,right arm sling,chartevents
2009,5927,nas score,chartevents
2010,5928,circumcison site,chartevents
2011,5929,180 degree rotation,chartevents
2012,5930,valproa 50-100 ug/ml,chartevents
2013,5931,ecmo,chartevents
2014,5932,pmv.,chartevents
2015,5933,triple abx ointment,chartevents
2016,5934,r arm sensation,chartevents
2017,5935,l hand grasp,chartevents
2018,5936,r hand grasp,chartevents
2019,5937,ecmo l/min,chartevents
2020,5938,lvad svr,chartevents
2021,5939,lumbar drain,chartevents
2022,5940,ileostomy care,chartevents
2023,5941,feeding team eval,chartevents
2024,5942,high vt,chartevents
2025,5943,sigh breath,chartevents
2026,5944,i-time,chartevents
2027,5945,continuous neb,chartevents
2028,5946,pic line placement,chartevents
2029,5947,nebs,chartevents
2030,5948,heb b,chartevents
2031,5949,ivp,chartevents
2032,5950,no ppm,chartevents
2033,5951,no tank pr,chartevents
2034,5952,nitric oxide,chartevents
2035,5953,criticaid,chartevents
2036,5954,ileostomy appearance,chartevents
2037,5955,analyzed inov fio2,chartevents
2038,5956,cardiologist visit,chartevents
2039,5957,cyclopentolate 1%,chartevents
2040,5958,r) le,chartevents
2041,5959,scalp,chartevents
2042,5960,vitamin a,chartevents
2043,5961,pt eval,chartevents
2044,5962,spironolactone,chartevents
2045,5963,ceftaxime,chartevents
2046,5964,autopeep,chartevents
2047,5965,vitamin a injections,chartevents
2048,5966,continuous eeg q1hr,chartevents
2049,5967,prom,chartevents
2050,5968,af fistula t/b,chartevents
2051,5969,iv infiltrate,chartevents
2052,5970,"lytes, bili",chartevents
2053,5971,"lytes,bili",chartevents
2054,5972,fetal heartrate,chartevents
2055,5973,r hand infiltrate,chartevents
2056,5974,nitric dioxide,chartevents
2057,5975,o2% on inovent,chartevents
2058,5976,lab draw,chartevents
2059,5977,labs drawn,chartevents
2060,5978,qtc,chartevents
2061,5979,nitrious oxide,chartevents
2062,5980,ino tank press,chartevents
2063,5981,l fem art bp,chartevents
2064,5982,triple antibx oint.,chartevents
2065,5983,fungal blood cx,chartevents
2066,5984,tsh nml(0.27-4.2),chartevents
2067,5986,av fistula bruit,chartevents
2068,5987,abd drsg change,chartevents
2069,5988,av fistula thrill,chartevents
2070,5989,right heel drsg chae,chartevents
2071,5991,cvl,chartevents
2072,5992,surgical site,chartevents
2073,5993,peak exp flow rate,chartevents
2074,5994,hi min vol,chartevents
2075,5995,peak flow post tx.,chartevents
2076,5996,t discon,chartevents
2077,5997,hepa filter,chartevents
2078,5998,meds,chartevents
2079,5999,prone/supine,chartevents
2080,6000,high min vol.,chartevents
2081,6001,rebound bili,chartevents
2082,6002,desitin prn,chartevents
2083,6003,ph level,chartevents
2084,5260,broviac dsg,chartevents
2085,5261,fentanyl bolus,chartevents
2086,5262,lytes,chartevents
2087,5263,stoma,chartevents
2088,5265,hepflush,chartevents
2089,5273,erythropoetin,chartevents
2090,5280,flowrate cc's,chartevents
2091,5281,oral nystatin,chartevents
2092,5282,propanolol,chartevents
2093,5283,glycerin sliver,chartevents
2094,5285,cord drg.,chartevents
2095,5289,cefotaxine,chartevents
2096,5292,propranolol,chartevents
2097,5293,aquafor,chartevents
2098,5301,180 degree rotation,chartevents
2099,5309,180 degree turn,chartevents
2100,5311,chest tube,chartevents
2101,5316,clonis,chartevents
2102,5320,flowrate cc/min,chartevents
2103,5321,ns bolus,chartevents
2104,5325,hernia,chartevents
2105,5329,dopamine,chartevents
2106,5333,saline flush,chartevents
2107,5340,glycerine supp,chartevents
2108,5343,kphosphate,chartevents
2109,5346,atropine drops,chartevents
2110,5347,tobradex oint,chartevents
2111,5353,type and coombs,chartevents
2112,5356,dexamethasone eye ds,chartevents
2113,5361,combivent puffs,chartevents
2114,5374,position rotated 180,chartevents
2115,5380,piperacillin-tazbac,chartevents
2116,5384,op site,chartevents
2117,5386,penrose drain area,chartevents
2118,5387,chesttube site,chartevents
2119,5388,incision,chartevents
2120,5391,ligation incision,chartevents
2121,5392,d10w bolus,chartevents
2122,5394,stoma,chartevents
2123,5395,beclamethasone,chartevents
2124,5396,ferrous sulfate,chartevents
2125,5401,gentamycin gtts ou,chartevents
2126,5404,caffeine load,chartevents
2127,5410,post ductal sat,chartevents
2128,5412,healed penrose site,chartevents
2129,5413,ativan,chartevents
2130,5421,abdominal xray,chartevents
2131,5431,cbg,chartevents
2132,5434,"lytes,bili",chartevents
2133,5435,mupirocin ointment,chartevents
2134,5439,miconazole pwdr,chartevents
2135,5441,mupricin,chartevents
2136,5442,pic line placement,chartevents
2137,5450,nystatin oint,chartevents
2138,5453,mitrazol powder,chartevents
2139,5455,lactation consult,chartevents
2140,5456,chest tube,chartevents
2141,5461,phenylephrine drops,chartevents
2142,5462,tobradex eye ung,chartevents
2143,5464,fentanyl bolus,chartevents
2144,5468,pic line placement,chartevents
2145,5469,lytes and bili,chartevents
2146,5470,pneumogram,chartevents
2147,5473,op. site,chartevents
2148,5478,gentamycin oint,chartevents
2149,5483,bili level,chartevents
2150,5485,vit a,chartevents
2151,5486,nystatin oral,chartevents
2152,5487,nystatin powder,chartevents
2153,5492,vitamin a,chartevents
2154,5500,vit a,chartevents
2155,5501,o2 sat probe change,chartevents
2156,5502,r ankle,chartevents
2157,5503,l nare,chartevents
2158,5505,o2 sat probe site,chartevents
2159,5507,laceration,chartevents
2160,5513,hydrocyle,chartevents
2161,5515,na supps,chartevents
2162,5521,hyperoxia,chartevents
2163,5523,amoxacillin,chartevents
2164,5527,bacitracin nose oint,chartevents
2165,5528,dexamethasone nasal,chartevents
2166,5541,heparin flush 10u/cc,chartevents
2167,5543,bili,chartevents
2168,5545,vit a im,chartevents
2169,5548,dressing change,chartevents
2170,5554,zzzzuent press mmhg,chartevents
2171,5555,waffle boots bil,chartevents
2172,5556,tpa mg/hr,chartevents
2173,5557,peri pad,chartevents
2174,5558,hi/minute/vol,chartevents
2175,5559,peak flow pred,chartevents
2176,5560,coccyx drsg change,chartevents
2177,5561,inexsuff,chartevents
2178,5562,breath sounds,chartevents
2179,5563,high minute volumer,chartevents
2180,5564,bed alarms,chartevents
2181,5565,isuprel,chartevents
2182,5566,posey,chartevents
2183,5575,tank pressure,chartevents
2184,5576,ti,chartevents
2185,5577,acytylcisteine,chartevents
2186,5579,nitric [psig],chartevents
2187,5581,t-low,chartevents
2188,5582,p-high,chartevents
2189,5584,t-high,chartevents
2190,5585,minute vol. high,chartevents
2191,5587,cyclosporin --mg/hr,chartevents
2192,5588,cyclosporin 3mg/hr,chartevents
2193,5590,warm pack to lue,chartevents
2194,5592,mmv rate,chartevents
2195,5593,mmv tidal volume,chartevents
2196,5595,factor ten,chartevents
2197,5596,intrathecal,chartevents
2198,5600,l fem art bp,chartevents
2199,4169,edc,chartevents
2200,4171,time,chartevents
2201,4175,admit reason,chartevents
2202,4180,current level,chartevents
2203,4181,highest level,chartevents
2204,4183,birthweight (kg),chartevents
2205,4184,apgar      1 min,chartevents
2206,4185,5 min,chartevents
2207,4186,10 min,chartevents
2208,4187,length calc inches,chartevents
2209,4188,length in cm,chartevents
2210,4189,sucrose,chartevents
2211,4191,zzzgth   calc   (cm),chartevents
2212,4192,zzzzth in centimeter,chartevents
2213,4193,abg chloride,chartevents
2214,4194,abg potassium,chartevents
2215,4195,abg sodium,chartevents
2216,4196,base excess (cap),chartevents
2217,4197,rbc(3.6-6.2),chartevents
2218,4198,retic count (.0-1.5),chartevents
2219,4199,tco2 (cap),chartevents
2220,4200,wbc 4.0-11.0,chartevents
2221,4201,pco2 (cap),chartevents
2222,4202,ph (cap),chartevents
2223,4203,po2 (cap),chartevents
2224,4204,circ care,chartevents
2225,4208,bath + shampoo,chartevents
2226,4209,eye exam,chartevents
2227,4210,glycerine suppos.,chartevents
2228,4212,heparin flush,chartevents
2229,4213,pressure transducer,chartevents
2230,4214,acycloviv,chartevents
2231,4215,cefotaxime,chartevents
2232,4217,hep flush,chartevents
2233,4218,miconozole powder,chartevents
2234,4219,lasix,chartevents
2235,4220,ceftazidime,chartevents
2236,4223,bacitracin ointment,chartevents
2237,4225,heparin flush,chartevents
2238,4227,lytes,chartevents
2239,4228,circumcision site,chartevents
2240,4230,eye exam,chartevents
2241,4231,nacl,chartevents
2242,4234,nystatin oral suspen,chartevents
2243,4235,aquaphor,chartevents
2244,4236,desitin,chartevents
2245,4237,glycerin supp,chartevents
2246,4238,eye exam,chartevents
2247,4239,caffeine bolus,chartevents
2248,4240,glycerine,chartevents
2249,4241,polyvisol,chartevents
2250,4243,glycerin supp,chartevents
2251,4244,tobradex ointment,chartevents
2252,4246,combivent puffs,chartevents
2253,4247,kcl supps,chartevents
2254,4248,hydrocele:,chartevents
2255,4249,ipv,chartevents
2256,4250,poly vi sol,chartevents
2257,4251,glycerine supp,chartevents
2258,4252,acyclovir,chartevents
2259,4254,broviac dsg:,chartevents
2260,4256,cefotaxime,chartevents
2261,4262,neuro consult,chartevents
2262,4263,picc,chartevents
2263,4264,shunt site,chartevents
2264,4266,abdomen dsg.,chartevents
2265,4267,heparin flush,chartevents
2266,4268,left head dsg.,chartevents
2267,4271,prune juice,chartevents
2268,4272,ranitidine,chartevents
2269,4273,zantac,chartevents
2270,4278,caffeine bolus,chartevents
2271,4279,hep flush,chartevents
2272,4281,polyvisol,chartevents
2273,4282,bath:,chartevents
2274,4285,broviac site/dsg,chartevents
2275,4286,nonnutritive sucking,chartevents
2276,4289,baptism,chartevents
2277,4291,fosphenytoin,chartevents
2278,4292,artificial tears,chartevents
2279,7854,r leg(cast)cap refil,chartevents
2280,7856,bruit,chartevents
2281,7858,gent opthalmic,chartevents
2282,7861,eeg/cont,chartevents
2283,7862,nephrostomy tube llq,chartevents
2284,7863,mag sulfate    mg/hr,chartevents
2285,7865,mag sulfate gm/hr,chartevents
2286,7869,percussion,chartevents
2287,7871,elemental calcium,chartevents
2288,7875,umbi hrenia,chartevents
2289,7882,l leg perfusion,chartevents
2290,7884,rr,chartevents
2291,7885,glucagon infusion,chartevents
2292,7887,hand perfusion,chartevents
2293,7888,gentamycin opthalmic,chartevents
2294,7890,nystatin oint.,chartevents
2295,7892,ecmp pump flow,chartevents
2296,7896,teeth brushed,chartevents
2297,7901,t disconnect,chartevents
2298,7902,opium sol'n.,chartevents
2299,7903,exercises,chartevents
2300,7907,bed roation,chartevents
2301,7908,t-disconnect,chartevents
2302,7909,vap mouth,chartevents
2303,7910,post ductal sat,chartevents
2304,7911,pre ductal sat,chartevents
2305,7914,insulin guideline,chartevents
2306,7915,pt./family informed,chartevents
2307,7919,tdisconnect,chartevents
2308,7920,humalog insulin pump,chartevents
2309,7921,brush teeth,chartevents
2310,7924,bacitracin oint.,chartevents
2311,7925,thumb pulse checks,chartevents
2312,7928,glucagon mg/hr,chartevents
2313,7934,nystatin s&s,chartevents
2314,7936,aquaphour,chartevents
2315,7940,xylocaine 2% jelly,chartevents
2316,7943,sigh pressr/rate,chartevents
2317,7947,"splint off,skin chk",chartevents
2318,7948,30mmol naphos,chartevents
2319,7949,calcium for cvvh,chartevents
2320,7951,gt site,chartevents
2321,7953,right groin,chartevents
2322,7954,csm of left toes,chartevents
2323,7955,csm of right toes,chartevents
2324,7958,amiodorone mg/hr,chartevents
2325,7961,t-disconnect,chartevents
2326,7965,methhemoglobin,chartevents
2327,7966,pleural fluid ph,chartevents
2328,7967,vacuum assist,chartevents
2329,7968,drive p.,chartevents
2330,7969,atc size,chartevents
2331,7973,adductor pillow,chartevents
2332,7976,mucous fistula l,chartevents
2333,7981,g tube dsg,chartevents
2334,7982,bivona secured at 8,chartevents
2335,7983,hydrocele,chartevents
2336,7985,orapred,chartevents
2337,7988,inhaled nitric oxide,chartevents
2338,7992,stomahesive powder,chartevents
2339,7998,versed mg/kg/hr,chartevents
2340,8000,mucamyst,chartevents
2341,8001,flolan ng/kg/min,chartevents
2342,8010,multivitamins,chartevents
2343,8011,chest binder,chartevents
2344,8014,t-discon,chartevents
2345,8019,cefixime,chartevents
2346,8021,autorotation,chartevents
2347,8025,panpropazole mg/hr,chartevents
2348,8026,ilex oint,chartevents
2349,8027,ted stocking,chartevents
2350,8028,protonix mg/h,chartevents
2351,8031,ketamine 200mgm/50ml,chartevents
2352,8033,nc,chartevents
2353,8034,criticaid/powder,chartevents
2354,8035,multipodus boot,chartevents
2355,8037,ketamine 100mg/50ml,chartevents
2356,8042,immodium,chartevents
2357,8044,heliox press,chartevents
2358,8048,c.o.,chartevents
2359,8053,sigh peep level,chartevents
2360,8054,deistin,chartevents
2361,8058,bed percussion,chartevents
2362,8059,tank pres no,chartevents
2363,8060,high no2,chartevents
2364,8061,low no,chartevents
2365,8065,brace,chartevents
2366,8067,high no2,chartevents
2367,8069,protonix 80mg/250ml,chartevents
2368,8070,dexamethasone gtts,chartevents
2369,8071,mist tent,chartevents
2370,8072,abd. incision,chartevents
2371,8074,pantoprazole80/250,chartevents
2372,8078,gentmycin eye oint,chartevents
2373,8080,ct site,chartevents
2374,8083,proning via bed.,chartevents
2375,8084,pda surg site,chartevents
2376,8087,sigh rate,chartevents
2377,8093,neonatal opium sol.,chartevents
2378,8099,dpaw,chartevents
2379,8100,dpes,chartevents
2380,8101,esoph press,chartevents
2381,8103,surgical incision,chartevents
2382,8104,nas,chartevents
2383,8107,mammary support bra,chartevents
2384,8109,broviac dsg,chartevents
2385,8113,resp. rate,chartevents
2386,8115,lt hernia repair,chartevents
2387,8120,jp drain,chartevents
2388,8125,triple antibio. oint,chartevents
2389,8126,thrill,chartevents
2390,8128,permanent pacer,chartevents
2391,8129,r arm fistula,chartevents
2392,8133,r ear,chartevents
2393,8134,tank press,chartevents
2394,8137,preauricular tag,chartevents
2395,8138,trach sx color,chartevents
2396,8139,trach sx quantity,chartevents
2397,8140,trach sx quality,chartevents
2398,8141,chest dressing,chartevents
2399,8144,apical pulse,chartevents
2400,8146,r vac/l vac,chartevents
2401,8147,broviac,chartevents
2402,8148,zidovudine/azt,chartevents
2403,8149,pedi ngt,chartevents
2404,8152,t.disconnect,chartevents
2405,6004,fundus check,chartevents
2406,6005,security guard,chartevents
2407,6006,peripad,chartevents
2408,6007,badbath,chartevents
2409,6008,sputum induction,chartevents
2410,6009,pictures taken,chartevents
2411,6010,p-lo,chartevents
2412,6011,p hi,chartevents
2413,6012,t-hi,chartevents
2414,6013,t-lo,chartevents
2415,6014,phenyfree (1.0-2.0),chartevents
2416,6015,triple abx.,chartevents
2417,6016,neo bili,chartevents
2418,6017,metabolic labs,chartevents
2419,6018,pic line placed,chartevents
2420,6019,left arm edema,chartevents
2421,6020,gent peak/trough,chartevents
2422,6021,(r) nephrostomy,chartevents
2423,6022,critic aide,chartevents
2424,6023,av fistula,chartevents
2425,6024,venous o2 sat,chartevents
2426,6025,mineral oil,chartevents
2427,6026,neckjp/drainage/site,chartevents
2428,6027,thrush,chartevents
2429,6028,abdominal girth,chartevents
2430,6029,uac/uvc placement,chartevents
2431,6030,face,chartevents
2432,6031,pads/neck incision.,chartevents
2433,6032,trach cuff takendown,chartevents
2434,6033,wound care,chartevents
2435,6034,epogen,chartevents
2436,6035,urinalysis sent,chartevents
2437,6036,blocked tear duct,chartevents
2438,6037,ilex,chartevents
2439,6038,pediarix vaccine,chartevents
2440,6039,bath.,chartevents
2441,6041,hi ve,chartevents
2442,6042,vidalyn,chartevents
2443,6043,surface cultures,chartevents
2444,6044,trn of 4,chartevents
2445,6045,1-10 ml 20% mucomyst,chartevents
2446,6046,gentamicin ointment,chartevents
2447,6047,hi insp press,chartevents
2448,6048,right armpit,chartevents
2449,6049,pediarix,chartevents
2450,6050,pediarix vaccination,chartevents
2451,6051,pediarix,chartevents
2452,6052,"neonatal bili, lytes",chartevents
2453,6053,hep flush 10u/cc,chartevents
2454,6054,neonatal bili,chartevents
2455,6055,peg care,chartevents
2456,6056,right fem sheath,chartevents
2457,6057,triple antbx oint,chartevents
2458,6058,uric acid,chartevents
2459,6060,bipap mask,chartevents
2460,6061,sucrose h20,chartevents
2461,6062,j-tube,chartevents
2462,6063,p insp.,chartevents
2463,6064,orl exam,chartevents
2464,6065,high minute volume,chartevents
2465,6066,chest tube dsg,chartevents
2466,6067,neonatal bili & lyts,chartevents
2467,6068,dtap-hepb-ipv comb.,chartevents
2468,6069,suprapubic cath site,chartevents
2469,6070,full skeletal x-ray,chartevents
2470,6071,hep b imm globulin,chartevents
2471,6072,vision fields,chartevents
2472,6073,mv hi,chartevents
2473,6074,neonatal bili,chartevents
2474,6075,hep flush 10u/cc,chartevents
2475,6076,flowrate,chartevents
2476,6078,mv,chartevents
2477,6079,mitrazole powder,chartevents
2478,6081,straight cath,chartevents
2479,6082,spinal scan,chartevents
2480,6083,ogt placement,chartevents
2481,6084,trach site,chartevents
2482,6085,caffeine bolus,chartevents
2483,6086,micro-neb tx,chartevents
2484,6087,pmv trial,chartevents
2485,6088,circumcission,chartevents
2486,6090,neosynepherin,chartevents
2487,6091,leg dressings,chartevents
2488,6092,sclerea edema,chartevents
2489,6093,enema,chartevents
2490,6094,line placement,chartevents
2491,6095,ino,chartevents
2492,6096,mv-hi,chartevents
2493,6097,suprapubic cath,chartevents
2494,6098,bacitracin topical,chartevents
2495,6099,p-hi,chartevents
2496,6100,p-lo,chartevents
2497,6101,t-hi,chartevents
2498,6102,t-lo,chartevents
2499,6103,vit a,chartevents
2500,6104,chromosomal study,chartevents
2501,6105,high pip,chartevents
2502,6106,high rr,chartevents
2503,6107,low pressure,chartevents
2504,6108,u/s of left arm/neck,chartevents
2505,6109,eeg run,chartevents
2506,6110,xygris,chartevents
2507,6111,prednisone,chartevents
2508,6112,left vent drain,chartevents
2509,6113,sacral ultrasound,chartevents
2510,6114,lumbar drain,chartevents
2511,6115,high/min /vent,chartevents
2512,6116,aveeno bath,chartevents
2513,6117,wound drsg changes,chartevents
2514,6118,nystatin ointment,chartevents
2515,6119,caffeine load,chartevents
2516,6120,iv lasix,chartevents
2517,6121,miconazole,chartevents
2518,6122,pre op prep,chartevents
2519,6123,mag sulfate,chartevents
2520,6124,r fem art line,chartevents
2521,6125,l thigh circumferenc,chartevents
2522,6126,hi press,chartevents
2523,6127,lo press,chartevents
2524,6128,time high,chartevents
2525,6129,time lo,chartevents
2526,6130,hi min vent,chartevents
2527,6131,chest percussor t,chartevents
2528,6132,calcium  gluconate,chartevents
2529,6133,magnesium sulfate,chartevents
2530,6134,esoph balloon,chartevents
2531,6135,ptp exp,chartevents
2532,6137,peg site,chartevents
2533,6142,derm consult,chartevents
2534,6143,lacrilube ointment,chartevents
2535,6144,abd bindr/thigh hi's,chartevents
2536,6145,fem art bp,chartevents
2537,6146,sodium bicarbonate,chartevents
2538,6147,apnea int.,chartevents
2539,6148,valproic acid,chartevents
2540,6149,peco2,chartevents
2541,6150,gt care,chartevents
2542,6151,tracheostomy care,chartevents
2543,6153,percussion via bed,chartevents
2544,6154,pnuemogram,chartevents
2545,6155,surgery consult,chartevents
2546,6156,r fem art bp,chartevents
2547,6157,hep flush 10u/cc,chartevents
2548,6158,"lytes,trig,bili",chartevents
2549,6160,r/l flap pulse,chartevents
2550,6161,pmv on.,chartevents
2551,6162,lumbar drain level,chartevents
2552,6163,lumbar drain output,chartevents
2553,6164,lumbar open/clamped,chartevents
2554,6165,lytes and bili,chartevents
2555,6166,left flap check,chartevents
2556,6167,right flap check,chartevents
2557,6168,hi ve,chartevents
2558,6169,diaper,chartevents
2559,6170,actual pefr,chartevents
2560,6171,pred pefr,chartevents
2561,6172,cpr class,chartevents
2562,6173,circumsision site,chartevents
2563,6174,plt transfusion,chartevents
2564,6175,coag bld wk,chartevents
2565,6177,miconozole powder,chartevents
2566,6178,pediatrix,chartevents
2567,6179,i time,chartevents
2568,6180,lacrilube,chartevents
2569,6181,1o cc ns irrigation,chartevents
2570,6182,jt flush 20cc q 8 hs,chartevents
2571,6183,aorta axillary graft,chartevents
2572,6184,remote alarm,chartevents
2573,6185,hi min vent,chartevents
2574,6186,paw,chartevents
2575,6187,sling l arm - pacer,chartevents
2576,6188,left arm massage,chartevents
2577,6189,phosphenytoin,chartevents
2578,6190,normal saline,chartevents
2579,6191,creamy desitin,chartevents
2580,6192,vidalgn,chartevents
2581,6193,bili & lytes,chartevents
2582,6196,irrig foley 50ml ns,chartevents
2583,6197,cap gas,chartevents
2584,6198,cap gas,chartevents
2585,6199,l. lower abd. kidney,chartevents
2586,6200,foley changed,chartevents
2587,6201,cephalexin,chartevents
2588,6202,pediatrix combi,chartevents
2589,6203,caffeine(bolus),chartevents
2590,6204,urine for cmv,chartevents
2591,6205,qt,chartevents
2592,6206,tank a psi.,chartevents
2593,6207,tank b psi.,chartevents
2594,6208,ve high,chartevents
2595,6209,"lytes,bili,liver prf",chartevents
2596,6210,phenobarb & dilantin,chartevents
2597,6211,bili & lytes,chartevents
2598,6212,vbg,chartevents
2599,6213,tank a,chartevents
2600,6214,ammonia/12-47 umol/l,chartevents
