row_id,icd9_code,short_title,long_title
2720,30441,amphetamin depend-contin,"amphetamine and other psychostimulant dependence, continuous"
2721,30442,amphetamin depend-episod,"amphetamine and other psychostimulant dependence, episodic"
2722,30443,amphetamin depend-remiss,"amphetamine and other psychostimulant dependence, in remission"
2723,30450,hallucinogen dep-unspec,"hallucinogen dependence, unspecified"
2724,30451,hallucinogen dep-contin,"hallucinogen dependence, continuous"
2725,30452,hallucinogen dep-episod,"hallucinogen dependence, episodic"
2726,30453,hallucinogen dep-remiss,"hallucinogen dependence, in remission"
2727,30460,drug depend nec-unspec,"other specified drug dependence, unspecified"
2728,2703,bran-chain amin-acid dis,disturbances of branched-chain amino-acid metabolism
2729,2704,sulph amino-acid met dis,disturbances of sulphur-bearing amino-acid metabolism
2730,2705,dis histidine metabolism,disturbances of histidine metabolism
2731,2706,dis urea cycle metabol,disorders of urea cycle metabolism
2732,2707,straig amin-acid met nec,other disturbances of straight-chain amino-acid metabolism
2733,2708,dis amino-acid metab nec,other specified disorders of amino-acid metabolism
2734,2709,dis amino-acid metab nos,unspecified disorder of amino-acid metabolism
2735,2710,glycogenosis,glycogenosis
2736,2711,galactosemia,galactosemia
2737,2712,hered fructose intoleran,hereditary fructose intolerance
2738,2713,disaccharidase def/malab,intestinal disaccharidase deficiencies and disaccharide malabsorption
2739,2714,renal glycosuria,renal glycosuria
2740,2718,dis carbohydr metab nec,other specified disorders of carbohydrate transport and metabolism
2741,2719,dis carbohydr metab nos,unspecified disorder of carbohydrate transport and metabolism
2742,2720,pure hypercholesterolem,pure hypercholesterolemia
2743,2721,pure hyperglyceridemia,pure hyperglyceridemia
2744,2722,mixed hyperlipidemia,mixed hyperlipidemia
2745,2723,hyperchylomicronemia,hyperchylomicronemia
2746,2724,hyperlipidemia nec/nos,other and unspecified hyperlipidemia
2747,2725,lipoprotein deficiencies,lipoprotein deficiencies
2748,2726,lipodystrophy,lipodystrophy
2749,2727,lipidoses,lipidoses
2750,2728,lipoid metabol dis nec,other disorders of lipoid metabolism
2751,2729,lipoid metabol dis nos,unspecified disorder of lipoid metabolism
2752,2730,polyclon hypergammaglobu,polyclonal hypergammaglobulinemia
2753,2731,monoclon paraproteinemia,monoclonal paraproteinemia
2754,2732,paraproteinemia nec,other paraproteinemias
2755,2733,macroglobulinemia,macroglobulinemia
2756,2734,alpha-1-antitrypsin def,alpha-1-antitrypsin deficiency
2757,2738,dis plas protein met nec,other disorders of plasma protein metabolism
2758,2739,dis plas protein met nos,unspecified disorder of plasma protein metabolism
2759,27400,gouty arthropathy nos,"gouty arthropathy, unspecified"
2760,27401,acute gouty arthropathy,acute gouty arthropathy
2761,27402,chr gouty atrph wo tophi,chronic gouty arthropathy without mention of tophus (tophi)
2762,27403,chr gouty atroph w tophi,chronic gouty arthropathy with tophus (tophi)
2763,27410,gouty nephropathy nos,"gouty nephropathy, unspecified"
2764,27411,uric acid nephrolithias,uric acid nephrolithiasis
2765,27419,gouty nephropathy nec,other gouty nephropathy
2766,27481,gouty tophi of ear,gouty tophi of ear
2767,27482,gouty tophi site nec,"gouty tophi of other sites, except ear"
2768,27489,gout w manifestation nec,gout with other specified manifestations
2769,2749,gout nos,"gout, unspecified"
2770,27501,heredit hemochromatosis,hereditary hemochromatosis
2771,27502,hemochromatos-rbc trans,hemochromatosis due to repeated red blood cell transfusions
2772,27503,hemochromatosis nec,other hemochromatosis
2773,27509,disord iron metablsm nec,other disorders of iron metabolism
2774,2751,dis copper metabolism,disorders of copper metabolism
2775,2752,dis magnesium metabolism,disorders of magnesium metabolism
2776,2753,dis phosphorus metabol,disorders of phosphorus metabolism
2777,27540,dis calcium metablsm nos,unspecified disorder of calcium metabolism
2778,27541,hypocalcemia,hypocalcemia
2779,27542,hypercalcemia,hypercalcemia
2780,27549,dis calcium metablsm nec,other disorders of calcium metabolism
2781,2755,hungry bone syndrome,hungry bone syndrome
2782,2758,dis mineral metabol nec,other specified disorders of mineral metabolism
2783,2759,dis mineral metabol nos,unspecified disorder of mineral metabolism
2784,2760,hyperosmolality,hyperosmolality and/or hypernatremia
2785,2761,hyposmolality,hyposmolality and/or hyponatremia
2786,2762,acidosis,acidosis
2787,2763,alkalosis,alkalosis
2788,34693,mgrn nos w ntrc w st mgr,"migraine, unspecified, with intractable migraine, so stated, with status migrainosus"
2789,34700,narcolepsy w/o cataplexy,"narcolepsy, without cataplexy"
2790,34701,narcolepsy w cataplexy,"narcolepsy, with cataplexy"
2791,34710,narclpsy w/o cat oth dis,"narcolepsy in conditions classified elsewhere, without cataplexy"
2792,34711,narcolepsy w cat oth dis,"narcolepsy in conditions classified elsewhere, with cataplexy"
2793,3480,cerebral cysts,cerebral cysts
2794,3481,anoxic brain damage,anoxic brain damage
2795,3482,pseudotumor cerebri,benign intracranial hypertension
2796,34830,encephalopathy nos,"encephalopathy, unspecified"
2797,34831,metabolic encephalopathy,metabolic encephalopathy
2798,34839,encephalopathy nec,other encephalopathy
2799,3484,compression of brain,compression of brain
2800,3485,cerebral edema,cerebral edema
2801,34881,temporal sclerosis,temporal sclerosis
2802,34882,brain death,brain death
2803,34889,brain conditions nec,other conditions of brain
2804,3489,brain condition nos,unspecified condition of brain
2805,3490,lumbar puncture reaction,reaction to spinal or lumbar puncture
2806,3491,complication cns device,nervous system complications from surgically implanted device
2807,3492,disorder of meninges nec,"disorders of meninges, not elsewhere classified"
2808,34931,accid punc/op lac dura,accidental puncture or laceration of dura during a procedure
2809,34939,dural tear nec,other dural tear
2810,34981,cerebrospinal rhinorrhea,cerebrospinal fluid rhinorrhea
2811,34982,toxic encephalopathy,toxic encephalopathy
2812,34989,cns disorder nec,other specified disorders of nervous system
2813,3499,cns disorder nos,unspecified disorders of nervous system
2814,3501,trigeminal neuralgia,trigeminal neuralgia
2815,3502,atypical face pain,atypical face pain
2816,3508,trigeminal nerve dis nec,other specified trigeminal nerve disorders
2817,3509,trigeminal nerve dis nos,"trigeminal nerve disorder, unspecified"
2818,3510,bell's palsy,bell's palsy
2819,3511,geniculate ganglionitis,geniculate ganglionitis
2820,3518,facial nerve dis nec,other facial nerve disorders
2821,3519,facial nerve dis nos,"facial nerve disorder, unspecified"
2822,3520,olfactory nerve disorder,disorders of olfactory (1st) nerve
2823,3521,glossopharyng neuralgia,glossopharyngeal neuralgia
2824,3522,glossophar nerve dis nec,other disorders of glossopharyngeal [9th] nerve
2825,34441,monplga upr lmb dmnt sde,monoplegia of upper limb affecting dominant side
2826,34442,mnplg upr lmb nondmnt sd,monoplegia of upper limb affecting nondominant sde
2827,3445,monoplegia nos,unspecified monoplegia
2828,34460,cauda equina synd nos,cauda equina syndrome without mention of neurogenic bladder
2829,34461,neurogenic bladder,cauda equina syndrome with neurogenic bladder
2830,34481,locked-in state,locked-in state
2831,34489,oth spcf paralytic synd,other specified paralytic syndrome
2832,3449,paralysis nos,"paralysis, unspecified"
2833,34500,gen noncv ep w/o intr ep,"generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
2834,34501,gen nonconv ep w intr ep,"generalized nonconvulsive epilepsy, with intractable epilepsy"
2835,34510,gen cnv epil w/o intr ep,"generalized convulsive epilepsy, without mention of intractable epilepsy"
2836,34511,gen cnv epil w intr epil,"generalized convulsive epilepsy, with intractable epilepsy"
2837,3452,petit mal status,petit mal status
2838,3453,grand mal status,grand mal status
2839,34540,psymotr epil w/o int epi,"localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
2840,34541,psymotr epil w intr epil,"localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy"
2841,34550,part epil w/o intr epil,"localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
2842,34551,part epil w intr epil,"localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy"
2843,34560,inf spasm w/o intr epil,"infantile spasms, without mention of intractable epilepsy"
2844,34561,inf spasm w intract epil,"infantile spasms, with intractable epilepsy"
2845,34570,epil par cont w/o int ep,"epilepsia partialis continua, without mention of intractable epilepsy"
2846,34571,epil par cont w intr epi,"epilepsia partialis continua, with intractable epilepsy"
2847,34580,epilep nec w/o intr epil,"other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
2848,34581,epilepsy nec w intr epil,"other forms of epilepsy and recurrent seizures, with intractable epilepsy"
2849,34590,epilep nos w/o intr epil,"epilepsy, unspecified, without mention of intractable epilepsy"
2850,34591,epilepsy nos w intr epil,"epilepsy, unspecified, with intractable epilepsy"
2851,34600,mgrn w aura wo ntrc mgrn,"migraine with aura, without mention of intractable migraine without mention of status migrainosus"
2852,34601,mgrn w aura w ntrc mgrn,"migraine with aura, with intractable migraine, so stated, without mention of status migrainosus"
2853,34602,mgrn w aur wo ntrc mgrn,"migraine with aura, without mention of intractable migraine with status migrainosus"
2854,34603,mgrn w aura w ntrc mgrn,"migraine with aura, with intractable migraine, so stated, with status migrainosus"
2855,34610,mgrn wo aura wo ntrc mgr,"migraine without aura, without mention of intractable migraine without mention of status migrainosus"
2856,34611,mgrn wo aura w ntrc mgrn,"migraine without aura, with intractable migraine, so stated, without mention of status migrainosus"
2857,34612,mgrn wo aura wo ntrc mgr,"migraine without aura, without mention of intractable migraine with status migrainosus"
2858,34613,mgrn wo aura w ntrc mgrn,"migraine without aura, with intractable migraine, so stated, with status migrainosus"
2859,34620,vrnt mgrn wo ntr mgr nec,"variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus"
2860,34621,vrnt mgrn w ntrc mgr nec,"variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus"
2861,34622,var mgr nec wo ntc mgr,"variants of migraine, not elsewhere classified, without mention of intractable migraine with status migrainosus"
2862,34623,var mgrn nec w ntrc mgr,"variants of migraine, not elsewhere classified, with intractable migraine, so stated, with status migrainosus"
2863,34630,hmplg mgr wo ntrc wo st,"hemiplegic migraine, without mention of intractable migraine without mention of status migrainosus"
2864,34631,hmplg mgrn w ntrc wo st,"hemiplegic migraine, with intractable migraine, so stated, without mention of status migrainosus"
2865,34632,hemplg mgr wo ntrc w st,"hemiplegic migraine, without mention of intractable migraine with status migrainosus"
2866,34633,hmplg mgrn w ntrc w st,"hemiplegic migraine, with intractable migraine, so stated, with status migrainosus"
2867,34640,menst mgr wo ntrc wo st,"menstrual migraine, without mention of intractable migraine without mention of status migrainosus"
2868,34641,menstl mgrn w ntrc wo st,"menstrual migraine, with intractable migraine, so stated, without mention of status migrainosus"
2869,34642,menstl mgr wo ntrc w st,"menstrual migraine, without mention of intractable migraine with status migrainosus"
2870,34643,menstl mgrn w ntrc w st,"menstrual migraine, with intractable migraine, so stated, with status migrainosus"
2871,34650,prst aura wo inf/ntr/st,"persistent migraine aura without cerebral infarction, without mention of intractable migraine without mention of status migrainosus"
2872,34651,prs ara w ntr wo inf/st,"persistent migraine aura without cerebral infarction, with intractable migraine, so stated, without mention of status migrainosus"
2873,34652,prs ara wo inf/ntr w st,"persistent migraine aura without cerebral infarction, without mention of intractable migraine with status migrainosus"
2874,34653,prs ara wo inf w ntr/st,"persistent migraine aura without cerebral infarction, with intractable migraine, so stated, with status migrainosus"
2875,34660,prs ara w inf wo ntr/st,"persistent migraine aura with cerebral infarction, without mention of intractable migraine without mention of status migrainosus"
2876,34661,prs ara w/inf/ntr wo st,"persistent migraine aura with cerebral infarction, with intractable migraine, so stated, without mention of status migrainosus"
2877,34662,prs ara wo ntr w inf/st,"persistent migraine aura with cerebral infarction, without mention of intractable migraine with status migrainosus"
2878,34663,prst ara w inf w ntr/st,"persistent migraine aura with cerebral infarction, with intractable migraine, so stated, with status migrainosus"
2879,30461,drug depend nec-contin,"other specified drug dependence, continuous"
2880,30462,drug depend nec-episodic,"other specified drug dependence, episodic"
2881,30463,drug depend nec-in rem,"other specified drug dependence, in remission"
2882,30470,opioid/other dep-unspec,"combinations of opioid type drug with any other drug dependence, unspecified"
2883,30471,opioid/other dep-contin,"combinations of opioid type drug with any other drug dependence, continuous"
2884,30472,opioid/other dep-episod,"combinations of opioid type drug with any other drug dependence, episodic"
2885,30473,opioid/other dep-remiss,"combinations of opioid type drug with any other drug dependence, in remission"
2886,30480,comb drug dep nec-unspec,"combinations of drug dependence excluding opioid type drug, unspecified"
2887,30481,comb drug dep nec-contin,"combinations of drug dependence excluding opioid type drug, continuous"
2888,30482,comb drug dep nec-episod,"combinations of drug dependence excluding opioid type drug, episodic"
2889,30483,comb drug dep nec-remiss,"combinations of drug dependence excluding opioid type drug, in remission"
2890,30490,drug depend nos-unspec,"unspecified drug dependence, unspecified"
2891,30491,drug depend nos-contin,"unspecified drug dependence, continuous"
2892,30492,drug depend nos-episodic,"unspecified drug dependence, episodic"
2893,30493,drug depend nos-remiss,"unspecified drug dependence, in remission"
2894,30500,alcohol abuse-unspec,"alcohol abuse, unspecified"
2895,30501,alcohol abuse-continuous,"alcohol abuse, continuous"
2896,30502,alcohol abuse-episodic,"alcohol abuse, episodic"
2897,30503,alcohol abuse-in remiss,"alcohol abuse, in remission"
2898,3051,tobacco use disorder,tobacco use disorder
2899,30520,cannabis abuse-unspec,"cannabis abuse, unspecified"
2900,30521,cannabis abuse-contin,"cannabis abuse, continuous"
2901,30522,cannabis abuse-episodic,"cannabis abuse, episodic"
2902,30523,cannabis abuse-in remiss,"cannabis abuse, in remission"
2903,30530,hallucinog abuse-unspec,"hallucinogen abuse, unspecified"
2904,30531,hallucinog abuse-contin,"hallucinogen abuse, continuous"
2905,30532,hallucinog abuse-episod,"hallucinogen abuse, episodic"
2906,30533,hallucinog abuse-remiss,"hallucinogen abuse, in remission"
2907,30540,"sed,hyp,anxiolytc ab-nos","sedative, hypnotic or anxiolytic abuse, unspecified"
2908,30541,"sed,hyp,anxiolytc ab-con","sedative, hypnotic or anxiolytic abuse, continuous"
2909,30542,"sed,hyp,anxiolytc ab-epi","sedative, hypnotic or anxiolytic abuse, episodic"
2910,30543,"sed,hyp,anxiolytc ab-rem","sedative, hypnotic or anxiolytic abuse, in remission"
2911,30550,opioid abuse-unspec,"opioid abuse, unspecified"
2912,30551,opioid abuse-continuous,"opioid abuse, continuous"
2913,30552,opioid abuse-episodic,"opioid abuse, episodic"
2914,30553,opioid abuse-in remiss,"opioid abuse, in remission"
2915,30560,cocaine abuse-unspec,"cocaine abuse, unspecified"
2916,30561,cocaine abuse-continuous,"cocaine abuse, continuous"
2917,30562,cocaine abuse-episodic,"cocaine abuse, episodic"
2918,30563,cocaine abuse-in remiss,"cocaine abuse, in remission"
2919,30570,amphetamine abuse-unspec,"amphetamine or related acting sympathomimetic abuse, unspecified"
2920,30571,amphetamine abuse-contin,"amphetamine or related acting sympathomimetic abuse, continuous"
2921,30572,amphetamine abuse-episod,"amphetamine or related acting sympathomimetic abuse, episodic"
2922,30573,amphetamine abuse-remiss,"amphetamine or related acting sympathomimetic abuse, in remission"
2923,30580,antidepress abuse-unspec,"antidepressant type abuse, unspecified"
2924,30581,antidepress abuse-contin,"antidepressant type abuse, continuous"
2925,30582,antidepress abuse-episod,"antidepressant type abuse, episodic"
2926,30583,antidepress abuse-remiss,"antidepressant type abuse, in remission"
2927,30590,drug abuse nec-unspec,"other, mixed, or unspecified drug abuse, unspecified"
2928,30591,drug abuse nec-contin,"other, mixed, or unspecified drug abuse, continuous"
2929,30592,drug abuse nec-episodic,"other, mixed, or unspecified drug abuse, episodic"
2930,30593,drug abuse nec-in remiss,"other, mixed, or unspecified drug abuse, in remission"
2931,3060,psychogen musculskel dis,musculoskeletal malfunction arising from mental factors
2932,3061,psychogenic respir dis,respiratory malfunction arising from mental factors
2933,3062,psychogen cardiovasc dis,cardiovascular malfunction arising from mental factors
2934,3063,psychogenic skin disease,skin disorder arising from mental factors
2935,3064,psychogenic gi disease,gastrointestinal malfunction arising from mental factors
2936,30650,psychogenic gu dis nos,"psychogenic genitourinary malfunction, unspecified"
2937,30651,psychogenic vaginismus,psychogenic vaginismus
2938,30652,psychogenic dysmenorrhea,psychogenic dysmenorrhea
2939,30653,psychogenic dysuria,psychogenic dysuria
2940,30659,psychogenic gu dis nec,other genitourinary malfunction arising from mental factors
2941,3066,psychogen endocrine dis,endocrine disorder arising from mental factors
2942,3067,psychogenic sensory dis,disorder of organs of special sense arising from mental factors
2943,3068,psychogenic disorder nec,other specified psychophysiological malfunction
2944,3069,psychogenic disorder nos,unspecified psychophysiological malfunction
2945,3070,adult onset flncy disord,adult onset fluency disorder
2946,3071,anorexia nervosa,anorexia nervosa
2947,30720,tic disorder nos,"tic disorder, unspecified"
2948,30721,transient tic disorder,transient tic disorder
2949,30722,chr motor/vocal tic dis,chronic motor or vocal tic disorder
2950,30723,tourette's disorder,tourette's disorder
2951,3073,stereotypic movement dis,stereotypic movement disorder
2952,30740,nonorganic sleep dis nos,"nonorganic sleep disorder, unspecified"
2953,30741,transient insomnia,transient disorder of initiating or maintaining sleep
2954,30742,persistent insomnia,persistent disorder of initiating or maintaining sleep
2955,30743,transient hypersomnia,transient disorder of initiating or maintaining wakefulness
2956,30744,persistent hypersomnia,persistent disorder of initiating or maintaining wakefulness
2957,30745,nonorganic circadian rhy,circadian rhythm sleep disorder of nonorganic origin
2958,30746,sleep arousal disorder,sleep arousal disorder
2959,30747,sleep stage dysfunc nec,other dysfunctions of sleep stages or arousal from sleep
2960,30748,repetit sleep intrusion,repetitive intrusions of sleep
2961,30749,nonorganic sleep dis nec,other specific disorders of sleep of nonorganic origin
2962,30750,eating disorder nos,"eating disorder, unspecified"
2963,30751,bulimia nervosa,bulimia nervosa
2964,30752,pica,pica
2965,30753,rumination disorder,rumination disorder
2966,30754,psychogenic vomiting,psychogenic vomiting
2967,30759,eating disorder nec,other disorders of eating
2968,3076,enuresis,enuresis
2969,3077,encopresis,encopresis
2970,30780,psychogenic pain nos,"psychogenic pain, site unspecified"
2971,30781,tension headache,tension headache
2972,30789,psychogenic pain nec,other pain disorders related to psychological factors
2973,3079,special symptom nec/nos,"other and unspecified special symptoms or syndromes, not elsewhere classified"
2974,3080,"stress react, emotional",predominant disturbance of emotions
2975,3081,"stress reaction, fugue",predominant disturbance of consciousness
2976,3082,"stress react, psychomot",predominant psychomotor disturbance
2977,3083,acute stress react nec,other acute reactions to stress
2978,3084,"stress react, mixed dis",mixed disorders as reaction to stress
2979,3089,acute stress react nos,unspecified acute reaction to stress
2980,3090,adjustmnt dis w depressn,adjustment disorder with depressed mood
2981,3091,prolong depressive react,prolonged depressive reaction
2982,30921,separation anxiety,separation anxiety disorder
2983,30922,emancipation disorder,emancipation disorder of adolescence and early adult life
2984,30923,academic/work inhibition,specific academic or work inhibition
2985,30924,adjustment dis w anxiety,adjustment disorder with anxiety
2986,30928,adjust dis w anxiety/dep,adjustment disorder with mixed anxiety and depressed mood
2987,30929,adj react-emotion nec,other adjustment reactions with predominant disturbance of other emotions
2988,3093,adjust disor/dis conduct,adjustment disorder with disturbance of conduct
2989,3094,adj dis-emotion/conduct,adjustment disorder with mixed disturbance of emotions and conduct
2990,30981,posttraumatic stress dis,posttraumatic stress disorder
2991,30982,adjust react-phys sympt,adjustment reaction with physical symptoms
2992,30983,adjust react-withdrawal,adjustment reaction with withdrawal
2993,30989,adjustment reaction nec,other specified adjustment reactions
2994,3099,adjustment reaction nos,unspecified adjustment reaction
2995,3100,frontal lobe syndrome,frontal lobe syndrome
2996,3101,personality chg oth dis,personality change due to conditions classified elsewhere
2997,3102,postconcussion syndrome,postconcussion syndrome
2998,31081,pseudobulbar affect,pseudobulbar affect
2999,31089,nonpsych mntl disord nec,other specified nonpsychotic mental disorders following organic brain damage
3000,3109,nonpsychot brain syn nos,unspecified nonpsychotic mental disorder following organic brain damage
3001,311,depressive disorder nec,"depressive disorder, not elsewhere classified"
3002,31200,unsocial aggress-unspec,"undersocialized conduct disorder, aggressive type, unspecified"
3003,31201,unsocial aggression-mild,"undersocialized conduct disorder, aggressive type, mild"
3004,31202,unsocial aggression-mod,"undersocialized conduct disorder, aggressive type, moderate"
3005,31203,unsocial aggress-severe,"undersocialized conduct disorder, aggressive type, severe"
3006,31210,unsocial unaggress-unsp,"undersocialized conduct disorder, unaggressive type, unspecified"
3007,31211,unsocial unaggress-mild,"undersocialized conduct disorder, unaggressive type, mild"
3008,31212,unsocial unaggress-mod,"undersocialized conduct disorder, unaggressive type, moderate"
3009,31213,unsocial unaggr-severe,"undersocialized conduct disorder, unaggressive type, severe"
3010,31220,social conduct dis-unsp,"socialized conduct disorder, unspecified"
3011,31221,social conduct dis-mild,"socialized conduct disorder, mild"
3012,31222,social conduct dis-mod,"socialized conduct disorder, moderate"
3013,31223,social conduct dis-sev,"socialized conduct disorder, severe"
3014,31230,impulse control dis nos,"impulse control disorder, unspecified"
3015,31231,pathological gambling,pathological gambling
3016,31232,kleptomania,kleptomania
3017,31233,pyromania,pyromania
3018,31234,intermitt explosive dis,intermittent explosive disorder
3019,31235,isolated explosive dis,isolated explosive disorder
3020,31239,impulse control dis nec,other disorders of impulse control
3021,3124,mix dis conduct/emotion,mixed disturbance of conduct and emotions
3022,31281,cndct dsrdr chldhd onst,"conduct disorder, childhood onset type"
3023,31282,cndct dsrdr adlscnt onst,"conduct disorder, adolescent onset type"
3024,31289,other conduct disorder,other conduct disorder
3025,3129,conduct disturbance nos,unspecified disturbance of conduct
3026,3130,overanxious disorder,overanxious disorder specific to childhood and adolescence
3027,3131,misery & unhappiness dis,misery and unhappiness disorder specific to childhood and adolescence
3028,31321,shyness disorder-child,shyness disorder of childhood
3029,31322,introverted dis-child,introverted disorder of childhood
3030,31323,selective mutism,selective mutism
3031,3133,relationship problems,relationship problems specific to childhood and adolescence
3032,31381,opposition defiant disor,oppositional defiant disorder
3033,31382,identity disorder,identity disorder of childhood or adolescence
3034,31383,academic underachievment,academic underachievement disorder of childhood or adolescence
3035,31389,emotional dis child nec,other emotional disturbances of childhood or adolescence
3036,3139,emotional dis child nos,unspecified emotional disturbance of childhood or adolescence
3037,31400,attn defic nonhyperact,attention deficit disorder without mention of hyperactivity
3038,31401,attn deficit w hyperact,attention deficit disorder with hyperactivity
3039,3141,hyperkinet w devel delay,hyperkinesis with developmental delay
3040,3142,hyperkinetic conduct dis,hyperkinetic conduct disorder
3041,3148,other hyperkinetic synd,other specified manifestations of hyperkinetic syndrome
3042,3149,hyperkinetic synd nos,unspecified hyperkinetic syndrome
3043,31500,reading disorder nos,"developmental reading disorder, unspecified"
3044,31501,alexia,alexia
3045,31502,developmental dyslexia,developmental dyslexia
3046,31509,reading disorder nec,other specific developmental reading disorder
3047,3151,mathematics disorder,mathematics disorder
3048,3152,oth learning difficulty,other specific developmental learning difficulties
3049,31531,expressive language dis,expressive language disorder
3050,31532,recp-expres language dis,mixed receptive-expressive language disorder
3051,31534,speech del d/t hear loss,speech and language developmental delay due to hearing loss
3052,31535,chldhd onset flncy disor,childhood onset fluency disorder
3053,31539,speech/language dis nec,other developmental speech or language disorder
3054,3154,devel coordination dis,developmental coordination disorder
3055,3155,mixed development dis,mixed development disorder
3056,3158,development delays nec,other specified delays in development
3057,3159,development delay nos,unspecified delay in development
3058,316,psychic factor w oth dis,psychic factors associated with diseases classified elsewhere
3059,317,mild intellect disabilty,mild intellectual disabilities
3060,3180,mod intellect disability,moderate intellectual disabilities
3061,3181,sev intellect disability,severe intellectual disabilities
3062,3182,profnd intellct disablty,profound intellectual disabilities
3063,319,intellect disability nos,unspecified intellectual disabilities
3064,3200,hemophilus meningitis,hemophilus meningitis
3065,3201,pneumococcal meningitis,pneumococcal meningitis
3066,3202,streptococcal meningitis,streptococcal meningitis
3067,3203,staphylococc meningitis,staphylococcal meningitis
3068,3207,mening in oth bact dis,meningitis in other bacterial diseases classified elsewhere
3069,32081,anaerobic meningitis,anaerobic meningitis
3070,32082,mningts gram-neg bct nec,"meningitis due to gram-negative bacteria, not elsewhere classified"
3071,32089,meningitis oth spcf bact,meningitis due to other specified bacteria
3072,3209,bacterial meningitis nos,meningitis due to unspecified bacterium
3073,3210,cryptococcal meningitis,cryptococcal meningitis
3074,3211,mening in oth fungal dis,meningitis in other fungal diseases
3075,3212,mening in oth viral dis,meningitis due to viruses not elsewhere classified
3076,3213,trypanosomiasis meningit,meningitis due to trypanosomiasis
3077,3214,meningit d/t sarcoidosis,meningitis in sarcoidosis
3078,3218,mening in oth nonbac dis,meningitis due to other nonbacterial organisms classified elsewhere
3079,3220,nonpyogenic meningitis,nonpyogenic meningitis
3080,3221,eosinophilic meningitis,eosinophilic meningitis
3081,3222,chronic meningitis,chronic meningitis
3082,3229,meningitis nos,"meningitis, unspecified"
3083,32301,enceph/encephmye oth dis,encephalitis and encephalomyelitis in viral diseases classified elsewhere
3084,32302,myelitis-oth viral dis,myelitis in viral diseases classified elsewhere
3085,3231,rickettsial encephalitis,"encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere"
3086,3232,protozoal encephalitis,"encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere"
3087,32341,ot encph/mye ot inf else,other encephalitis and encephalomyelitis due to other infections classified elsewhere
3088,32342,oth myelitis ot inf else,other myelitis due to other infections classified elsewhere
3089,32351,enceph/myel folwg immune,encephalitis and encephalomyelitis following immunization procedures
3090,32352,myelitis follwg immune,myelitis following immunization procedures
3091,32361,inf ac dis encephalomyel,infectious acute disseminated encephalomyelitis (adem)
3092,32362,postinf encephalitis nec,other postinfectious encephalitis and encephalomyelitis
3093,32363,postinfectious myelitis,postinfectious myelitis
3094,32371,toxic encph & encephlomy,toxic encephalitis and encephalomyelitis
3095,32372,toxic myelitis,toxic myelitis
3096,32381,enceph & encephlalo nec,other causes of encephalitis and encephalomyelitis
3097,32382,myelitis cause nec,other causes of myelitis
3098,3239,encephalitis nos,"unspecified causes of encephalitis, myelitis, and encephalomyelitis"
3099,3240,intracranial abscess,intracranial abscess
3100,3241,intraspinal abscess,intraspinal abscess
3101,3249,cns abscess nos,intracranial and intraspinal abscess of unspecified site
3102,325,phlebitis intrcran sinus,phlebitis and thrombophlebitis of intracranial venous sinuses
3103,326,late eff cns abscess,late effects of intracranial abscess or pyogenic infection
3104,32700,organic insomnia nos,"organic insomnia, unspecified"
3105,32701,insomnia in other dis,insomnia due to medical condition classified elsewhere
3106,32702,insomnia dt mental disor,insomnia due to mental disorder
3107,32709,organic insomnia nec,other organic insomnia
3108,32710,organic hypersomnia nos,"organic hypersomnia, unspecified"
3109,32711,idio hypersom-long sleep,idiopathic hypersomnia with long sleep time
3110,32712,idio hypersom-no lng slp,idiopathic hypersomnia without long sleep time
3111,32713,recurrent hypersomnia,recurrent hypersomnia
3112,32714,hypersomnia in other dis,hypersomnia due to medical condition classified elsewhere
3113,32715,hypersom dt mental disor,hypersomnia due to mental disorder
3114,32719,organic hypersomnia nec,other organic hypersomnia
3115,32720,organic sleep apnea nos,"organic sleep apnea, unspecified"
3116,32721,prim central sleep apnea,primary central sleep apnea
3117,32722,high altitude breathing,high altitude periodic breathing
3118,32723,obstructive sleep apnea,obstructive sleep apnea (adult)(pediatric)
3119,32724,idiopath sleep hypovent,idiopathic sleep related non-obstructive alveolar hypoventilation
3120,32725,cong cntrl hypovent synd,congenital central alveolar hypoventilation syndrome
3121,32726,sleep hypovent oth dis,sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
3122,32727,cntrl sleep apnea ot dis,central sleep apnea in conditions classified elsewhere
3123,32729,organic sleep apnea nec,other organic sleep apnea
3124,32730,circadian rhym sleep nos,"circadian rhythm sleep disorder, unspecified"
3125,32731,circadian rhy-delay slp,"circadian rhythm sleep disorder, delayed sleep phase type"
3126,32732,circadian rhy-advc sleep,"circadian rhythm sleep disorder, advanced sleep phase type"
